Litologia codigo prof RHOB GR SP DT
Sandstone 9 800.0 2.5409747738741486 27.62050215450939 93.35396421904571 200.37784086360477
Sandstone 9 810.0 2.2109323249458113 7.143987722906772 132.0755902709106 201.65877955325078
Sandstone 9 820.0 2.2996400116324605 17.36092463831612 126.21309235869545 189.61776891278305
Sandstone 9 830.0 2.310992700463969 9.048334071876091 112.89799536679159 138.18052233983073
Sandstone 9 840.0 2.320145195795062 23.690577619948815 129.13578955429497 202.60200008081975
Sandstone 9 850.0 2.1978923262174046 24.95565995150139 135.2813343271905 204.00811862079286
Sandstone 9 860.0 2.5897985787712448 13.015465192922482 118.12663026876238 206.00359414725003
Sandstone 9 870.0 2.314352452065272 19.105169649625136 140.33770176376993 163.5952777780112
Sandstone 9 880.0 2.450968606321701 15.457203738092176 132.60169472720244 153.98554204978205
Sandstone 9 890.0 2.456144159661175 13.155911913040555 110.74682309404608 181.8637212938268
Sandstone 9 900.0 2.1777854085423045 9.912849616690824 102.85329807654412 187.64169446117842
Sandstone 9 910.0 2.3457702468964903 9.171915880918975 127.70749518465308 240.79226426058028
Sandstone 9 920.0 2.3934793903446714 6.514997929711633 136.59840603192833 173.96964110861052
Sandstone 9 930.0 2.341347673262204 25.030245631908492 122.80235429495092 140.21188527094645
Sandstone 9 940.0 2.3230676322037125 21.417907123648146 124.52903019755547 162.5262913802715
Sandstone 9 950.0 2.31024056791019 18.77320341864672 131.73145349097416 121.9797513423577
Sandstone 9 960.0 2.511089984479003 18.173823688520496 128.13892563516546 164.1229498732827
Sandstone 9 970.0 2.29738973559048 12.009923901024443 111.44733218189103 191.0968381083336
Sandstone 9 980.0 2.360818546297524 9.597412738806856 116.34403443980105 158.1108471204518
Sandstone 9 990.0 2.3190367194728316 33.171699205493006 134.98998220054708 153.79040155735507
Sandstone 9 1000.0 2.461453816731579 17.466255671534913 107.6800680153767 186.58493073502592
Sandstone 9 1010.0 2.3956401499961237 22.403681003604042 103.04992957987622 161.66872981376463
Sandstone 9 1020.0 2.226783057730185 25.320205879047293 115.65104211429718 160.5056120793928
Sandstone 9 1030.0 2.2935455123051502 26.90271310548739 113.4968703735304 149.24169468610225
Sandstone 9 1040.0 2.461899183549397 6.863309235995093 90.69418726099764 167.8865325854157
Sandstone 9 1050.0 2.4170734625352956 17.613819848665123 117.60808513459165 192.83291204285302
Sandstone 9 1060.0 2.252899990635676 2.3341092750850088 102.98781995082129 173.11952080693473
Sandstone 9 1070.0 2.1617585701140896 10.616255240150892 115.74558609247472 160.1701393715856
Sandstone 9 1080.0 2.459958715006449 22.60382617658672 100.35543771944852 190.51693227283727
Sandstone 9 1090.0 2.299815260570307 13.321790752114259 124.47619677882874 154.9790748236357
Sandstone 9 1100.0 2.456059422749597 30.56023905912548 129.35309348815713 150.4140990978963
Sandstone 9 1110.0 2.364637817918515 15.824033842703907 117.42837482747827 144.08341356444575
Sandstone 9 1120.0 2.2459837091889443 15.045827551777432 106.65274552571674 190.2415764229553
Sandstone 9 1130.0 2.4000749693336862 9.721468700233787 123.69101777833187 184.44750902618648
Sandstone 9 1140.0 2.332482844230604 28.919110153182423 126.58475653942861 204.87725839696066
Sandstone 9 1150.0 2.4420882679708797 36.55801058949045 124.10498373537884 219.2831909017583
Sandstone 9 1160.0 2.3974918163235213 40.33478716835768 112.45493876977089 234.80540203517683
Sandstone 9 1170.0 2.453099108018378 45.10488227301327 119.15485561909458 258.7037170041522
Sandstone 9 1180.0 2.410733681489516 57.58285150886351 138.82268322296093 257.0953492266478
Sandstone 9 1190.0 2.356957821460899 43.50349691417251 104.6252063802899 348.44581960470845
Sandstone 9 1200.0 2.3569568296273684 59.58807656999687 95.45425981601454 323.9922821244284
Shale2 1 1210.0 2.4518961636016035 66.37921164594816 95.32266072373338 355.2329145119478
Shale2 1 1220.0 2.3249664012388886 80.52968990798396 92.98149201355757 369.5183596387877
Shale2 1 1230.0 2.534477551406845 82.25495753357747 108.46108952223105 398.26408628820934
Shale2 1 1240.0 2.5912676670923824 93.85567925483616 88.06319865752248 414.67772905216395
Shale2 1 1250.0 2.5641810238776093 102.44056150367442 79.69714627233543 444.42157209166544
Shale2 1 1260.0 2.3794685652175875 97.94289615434445 80.11868060573964 436.015538408011
Shale2 1 1270.0 2.4508617843055003 104.37736324678315 70.61330830629704 493.85424181604344
Shale2 1 1280.0 2.452735378089696 106.03648078842191 69.7736895032725 525.5834031781022
Shale2 1 1290.0 2.4277537903767596 107.50282608443807 72.57216695458754 545.055140731888
Shale2 1 1300.0 2.626811754112143 104.64518498919557 85.15905055284159 483.43334448055344
Shale2 1 1310.0 2.484606957277043 108.39076525975118 67.43722679001041 570.2163943430223
Shale2 1 1320.0 2.3698008418317804 94.0555724314941 72.56871850053773 553.8371271446355
Shale2 1 1330.0 2.5184791602426886 112.8811338694257 63.02887611844783 492.8409887812093
Shale2 1 1340.0 2.6197163695783634 117.96927050144183 74.91025101805208 578.8029568384576
Shale2 1 1350.0 2.4792242436411396 94.28301021200444 69.69492879152011 532.3171811910889
Shale2 1 1360.0 2.638172018318438 110.69902810519801 68.256961984769 536.4134096975273
Shale2 1 1370.0 2.366811280695741 101.48475810988107 72.82536704195864 540.7185701081963
Shale2 1 1380.0 2.4045117584449014 114.64114293731551 81.41952428408986 510.14400805355626
Shale2 1 1390.0 2.355796563648984 108.44209606190071 56.65790823499457 512.1215306721308
Shale2 1 1400.0 2.501533063282339 116.23608895180307 83.67215230926196 559.8964216254906
Shale2 1 1410.0 2.3809279008426607 120.12761035112558 70.37102367221537 596.4647195354313
Shale2 1 1420.0 2.4891136941539576 101.02323116993128 60.01411141189902 590.1886049389797
Shale2 1 1430.0 2.6552662060032457 107.60075180828598 82.69470287549001 558.8009014897943
Shale2 1 1440.0 2.4285272707830057 110.02020127405025 71.88251377397286 586.7373891857471
Shale2 1 1450.0 2.3590753522404855 104.79574759212903 87.33002753093709 559.380327083434
Shale2 1 1460.0 2.497765165428196 116.24086962161938 77.58772489396104 590.9606573025753
Shale2 1 1470.0 2.3687094879476858 111.46857225999351 91.20985087891171 617.8772327190602
Shale2 1 1480.0 2.46150657950611 102.5316455175795 61.538851494366696 500.26335590763836
Shale2 1 1490.0 2.628499468709847 102.13322171702383 74.33082809842743 543.7415745026116
Shale2 1 1500.0 2.481427637093479 105.69404674489546 84.51052185687071 554.4819487688984
Fault1 151 1510.0 2.4352567209603326 109.20673851700289 82.36117678845862 561.4376676903602
Fault1 151 1520.0 2.4381551951453337 93.16318271791783 83.60892587143118 601.7966129061381
Fault1 151 1530.0 2.4680627218351683 112.64797122871846 57.66677780299818 474.3248794818199
Fault1 151 1540.0 2.537141895122935 99.06005766416291 72.26369418448333 513.4712875841046
Fault1 151 1550.0 2.660049489942492 112.77661878675248 63.24982252869509 546.3442254879991
Fault1 151 1560.0 2.527988026123168 110.81329780169368 65.2929494839628 527.6861649984155
Fault1 151 1570.0 2.381658039738734 108.2457180834741 79.43949627351365 545.7090535442485
Fault1 151 1580.0 2.6435028819045545 97.29361392051942 63.45450844867422 517.1085050484064
Fault1 151 1590.0 2.5407259694211892 105.52251845570447 79.82118230355499 544.2076893871109
Fault1 151 1600.0 2.6507403145207755 105.48121349591962 69.70686271475996 444.64796674422723
Fault1 151 1610.0 2.4897733599374448 118.09180428736195 68.07546827774406 551.3852498092158
Fault1 151 1620.0 2.550882439190756 105.78436000558128 73.13475320323242 548.1621731404301
Fault1 151 1630.0 2.6022180861811526 101.2155960556463 52.7516208562744 513.0793026492368
Fault1 151 1640.0 2.728097308640805 111.58007397331902 64.52962425196496 497.72315576898643
Fault1 151 1650.0 2.584078057676079 95.00955604549803 73.0883752326853 495.7580143293073
Fault1 151 1660.0 2.4782819425823623 123.84161648442856 85.8406939178376 568.4097280987786
Fault1 151 1670.0 2.641817952293828 109.08869937813516 65.72428527447587 472.0853087532183
Fault1 151 1680.0 2.5811274762485668 111.04918023003053 74.08968831315724 458.8871810513928
Fault1 151 1690.0 2.6761699061436754 100.91043698983523 76.29055359066423 454.5630654737154
Fault1 151 1700.0 2.4269515270481246 117.14374926966062 75.59028655356346 543.3168723133374
Fault1 151 1710.0 2.5886216455900977 106.7389120706758 70.66353738273389 476.3993349850601
Fault1 151 1720.0 2.475898912812296 114.27010445761618 72.3084730815571 419.0633241730449
Fault1 151 1730.0 2.57778335679498 98.69695064397315 60.76674798889895 435.2615701370588
Fault1 151 1740.0 2.7562819928993427 105.70048014195628 76.40721589893796 437.4592813128559
Fault1 151 1750.0 2.324691884382959 95.35514192259883 52.68669692992783 506.01212937169
Fault1 151 1760.0 2.412933826587798 96.15916521086174 59.5212167523191 477.03908780122686
Fault1 151 1770.0 2.5512119450792725 96.45956896270577 62.898959523436645 491.6037362858221
Fault1 151 1780.0 2.600526166961259 105.09586046556667 70.88776833242804 484.4609080172846
Fault1 151 1790.0 2.606206450172785 89.71418285705552 69.15171738957322 477.6890109345317
Fault1 151 1800.0 2.4298539822095018 98.6971805669504 63.19547461739051 470.0400555290778
Fault1 151 1810.0 2.5548045296745667 109.37940688013069 73.80362076152751 458.8343899795642
Fault1 151 1820.0 2.616717880818452 98.90387198975235 79.76503795640099 481.3454385029006
Fault1 151 1830.0 2.62249583405698 89.68309282197039 73.55541946347336 470.7419768399411
Fault1 151 1840.0 2.7400112530303904 100.46505030631272 60.19342609653961 475.64655753376195
Fault1 151 1850.0 2.60414259303786 99.50780466269859 75.31052061284606 430.5803018705677
Fault1 151 1860.0 2.5151611265628833 88.81719167416878 62.77432440890977 429.78149614305653
Fault1 151 1870.0 2.4760221614029767 96.10037069329812 80.54915826577658 439.6223758132977
Fault1 151 1880.0 2.5195289588208443 100.73741278201973 49.5493268323262 400.75875140551744
Fault1 151 1890.0 2.464087072827221 98.04424212361546 66.46371978541917 506.1666820546664
Fault1 151 1900.0 2.509970328613229 95.1418932908561 54.010230404637745 435.14112624523307
Fault1 151 1910.0 2.4346714262742553 83.75033759930749 48.896602123126705 488.057936703868
Fault1 151 1920.0 2.475483185547451 93.53263395617272 67.16230984197026 454.0512682471242
Fault1 151 1930.0 2.621922724230866 83.1459221500438 58.27312462465823 384.67457759998524
Fault1 151 1940.0 2.61857261379175 96.61841992480886 65.24636197431242 388.897375392344
Fault1 151 1950.0 2.535630611659662 96.75690777882028 77.72869561274875 452.03004901506705
Fault1 151 1960.0 2.6448642942273852 101.24111014731547 70.85611304880024 400.4430148563975
Fault1 151 1970.0 2.656555760356857 91.11689359141992 58.53362968975048 419.32313641397275
Fault1 151 1980.0 2.408014258137231 75.56281303029448 76.90667147335093 451.12566058983236
Fault1 151 1990.0 2.4221487804083695 86.38602329312523 56.66333881537616 428.81341685591605
Fault1 151 2000.0 2.5847836638697816 98.79562021170142 73.98660558731903 402.2968606113456
Fault2 152 2010.0 2.4256152357483005 90.36443183850373 88.80755905517228 409.56065220057667
Fault2 152 2020.0 2.6753079251751286 100.70017516966234 60.40759298894889 414.9462169986263
Fault2 152 2030.0 2.670403879121251 98.07358812373752 75.61862687852746 419.0923227152145
Fault2 152 2040.0 2.661954180913412 97.02679849259059 74.87706013057053 382.09589121213475
Fault2 152 2050.0 2.756340420093378 80.38572353816139 88.1357282920832 439.3501281061334
Fault2 152 2060.0 2.777260883092158 85.6855188890502 51.36950053154544 390.5088063983239
Fault2 152 2070.0 2.5496289847398668 89.13299677499069 54.09839188910494 427.9758832552482
Fault2 152 2080.0 2.478858614381006 85.97441538343422 58.462227216235696 423.06190107136666
Fault2 152 2090.0 2.6646048969576634 101.61818781439165 87.70173255169554 372.7669710105504
Fault2 152 2100.0 2.568478380025268 89.15496123705583 78.12039364673193 460.2143982224107
Fault2 152 2110.0 2.4843080731265403 76.86154856788687 72.46742165355114 392.79282428943264
Fault2 152 2120.0 2.5320313754947836 89.14153968635311 65.60797389498498 420.8421173667445
Fault2 152 2130.0 2.830665419277375 71.07684996080657 69.76660373585393 396.6725369205227
Fault2 152 2140.0 2.6651818635709663 80.40005862825168 68.5689338777282 451.7687120063347
Fault2 152 2150.0 2.802247611898589 87.45295853643887 84.55094869927336 351.2675668199723
Fault2 152 2160.0 2.5800919259738433 88.8917031185697 86.98601298655835 350.52306384744344
Fault2 152 2170.0 2.638761606075988 76.06083706158469 65.38481265380815 373.52306147746964
Fault2 152 2180.0 2.649355720007115 84.4598494748797 89.52502655551848 367.60950201701803
Fault2 152 2190.0 2.680184822688163 91.66888878316404 60.04044273100888 417.8109491252292
Fault2 152 2200.0 2.6730372878747892 89.24432411159889 69.28931962775086 400.3560737304094
Fault2 152 2210.0 2.6905542642656024 97.5532581182399 83.69976826853382 339.3104547587615
Fault2 152 2220.0 2.705902696648163 86.25314131286078 91.09428314502833 384.1473984367765
Fault2 152 2230.0 2.4957649080446087 94.46287085865714 70.92813483835153 408.9914857834336
Fault2 152 2240.0 2.590584865257261 94.50278295832564 80.1766885875629 398.7270981737216
Fault2 152 2250.0 2.560037628641596 96.77298140659302 75.28115178136608 383.26969478605946
Fault2 152 2260.0 2.745049958596951 77.78196840899979 62.650134502144034 342.92603040018054
Fault2 152 2270.0 2.6377142693231144 93.05786916891265 80.38840726086548 406.71542812488644
Fault2 152 2280.0 2.460947931438998 91.8428336959052 80.39039520747508 347.6724415487144
Fault2 152 2290.0 2.6909401693904367 85.47609358176705 66.32788941348258 373.5215879468154
Fault2 152 2300.0 2.7101088739979478 74.07668547499814 60.22089746158891 336.69440524793066
Fault2 152 2310.0 2.559824191673552 92.83410488336297 58.414679059049014 330.93494823206584
Fault2 152 2320.0 2.5760364352595357 74.52954045309858 81.94078903345032 292.34627831997886
Fault2 152 2330.0 2.4678468174317816 82.44732385697381 70.3410155623455 403.17781875673245
Fault2 152 2340.0 2.5770739858614835 76.34823260589789 87.07454261706171 320.17735067613194
Fault2 152 2350.0 2.6588071451098982 78.95538690430648 61.31810563789307 364.14832161359055
Fault2 152 2360.0 2.572308495103618 79.87842695244545 60.30233076054265 310.6503958508396
Fault2 152 2370.0 2.4849951250562907 75.78037841127026 55.47748220297652 329.3206879287391
Fault2 152 2380.0 2.667240630478392 75.38672113482995 63.14734811058035 370.13078989857803
Fault2 152 2390.0 2.953101865793246 75.30529105164695 72.56323384939279 324.55002386881654
Fault2 152 2400.0 2.5563579215419656 76.91614578383864 76.16563840593051 323.4826990750956
Fault2 152 2410.0 2.7350203424095825 79.45251876701097 66.98809811849516 230.73097505179555
Fault2 152 2420.0 2.4828159213640855 73.24180350451495 77.46120490390054 347.1187679076998
Fault2 152 2430.0 2.5268887187359637 81.18964170466546 75.73436478880058 305.50195946702115
Fault2 152 2440.0 2.5714726316200487 74.48724922530022 84.61446818178356 281.3118966727469
Fault2 152 2450.0 2.6801044168529433 87.90983476845136 85.24758434015769 369.27700114079533
Fault2 152 2460.0 2.5526719053615436 67.92220445539512 64.31528452022982 318.29104582300164
Fault2 152 2470.0 2.692027323419856 67.35606224230403 73.80000024859713 332.12095919897956
Fault2 152 2480.0 2.691425052795455 67.96571187991626 69.69638065609537 330.47934277770077
Fault2 152 2490.0 2.7004014244631405 76.57934630073171 63.10841816441499 353.7663041809865
Fault2 152 2500.0 2.5345854979176865 80.19991896988435 64.55488435457582 301.54841185743214
Fault3 153 2510.0 2.78734589659552 60.584929011749225 71.40705381084854 335.9421873650266
Fault3 153 2520.0 2.9226899592308224 73.37534549615178 72.74712068096541 342.90572882913057
Fault3 153 2530.0 2.626503113550784 61.273856416996196 89.36179371479083 304.3404959637629
Fault3 153 2540.0 2.547628515445983 81.63813741723132 66.19261909766081 293.28838476817117
Fault3 153 2550.0 2.834068262537917 81.49185800559285 71.69656490640298 356.8358220280395
Fault3 153 2560.0 2.860988605886547 70.79308135764049 72.53524133984271 251.1101617552494
Fault3 153 2570.0 2.5553412058727467 67.30075891505037 89.50022015501258 265.6929273641139
Fault3 153 2580.0 2.6483141076552226 69.7285267544421 77.87346831061163 264.4030331207592
Fault3 153 2590.0 2.7219566898189465 81.71540988833704 60.044290486674456 295.37194344781756
Fault3 153 2600.0 2.7252597404694576 83.914344714091 70.78471515156443 304.20513640001
Fault3 153 2610.0 2.6204388022241356 77.16812213991257 61.01823452415803 291.9289372684029
Fault3 153 2620.0 2.4267613271422603 73.1661866527217 66.66190759421346 299.98225945487394
Fault3 153 2630.0 2.80932933999094 81.21248616660344 76.77344532749139 267.5148644417886
Fault3 153 2640.0 2.649102430528847 70.61085748877395 64.59198147158672 265.3902913335435
Fault3 153 2650.0 2.728232366049029 68.78415903730225 69.63742357895418 266.23714481080583
Fault3 153 2660.0 2.5924102197387255 75.19362366377584 64.50915455823953 268.3991594618752
Fault3 153 2670.0 2.5782851882330307 62.180020337219275 73.81368057017488 290.37478548800567
Fault3 153 2680.0 2.6616941317722045 69.0323261005731 72.66854999662786 245.9240615649307
Fault3 153 2690.0 2.9110773580107185 56.93913080285232 63.36817467189947 268.5464860176649
Fault3 153 2700.0 2.7989594291576307 68.0039697893815 73.96076870359875 278.1872851862045
Fault3 153 2710.0 2.6723696456584327 58.343098572510144 61.623870744555646 259.0372548126188
Fault3 153 2720.0 2.636146844470716 57.68773369254752 66.06690429354481 217.12100466847158
Fault3 153 2730.0 2.6140036360236505 69.89470506909731 56.0069114385889 273.65276321784194
Fault3 153 2740.0 2.6663704404383943 59.907708540778614 83.84952366054213 251.1942694631849
Fault3 153 2750.0 2.7795232012133995 52.60398453672498 66.30703309921763 281.7656619825688
Fault3 153 2760.0 2.6441293823909313 57.12266220431005 57.273519905873826 284.0917494473852
Fault3 153 2770.0 2.9460497202005436 82.21188587400235 68.92421410892538 247.76891580825074
Fault3 153 2780.0 2.7627732217558107 77.37559032181044 68.49093714783795 269.4808904476778
Fault3 153 2790.0 2.6128963464507224 64.40686601900906 58.28260708204999 315.2669826537789
Fault3 153 2800.0 2.7514558552024204 59.914562530371654 83.54453077950325 187.5942286001528
Fault3 153 2810.0 2.810295978560778 62.28760283117496 72.36662413869149 202.67466683551322
Fault3 153 2820.0 2.78966570964998 64.73249532445098 72.66404524385665 251.31047103057196
Fault3 153 2830.0 2.7475343321173726 63.15438611790242 74.96054464170999 217.0963748485579
Fault3 153 2840.0 2.6999576086658306 66.96184416149083 82.62144281769085 222.65445567364054
Fault3 153 2850.0 2.5347212161671906 71.10310667243651 81.40115880168077 179.86353712929346
Fault3 153 2860.0 2.672786941903486 64.80490802528425 63.13466803260361 221.75424670920393
Fault3 153 2870.0 2.861647975202009 63.793275059062324 74.63402171691484 243.71035791256566
Fault3 153 2880.0 2.8631420823460823 52.569823312129145 61.38461118057678 279.006218565469
Fault3 153 2890.0 2.73474399614394 60.70070021350663 86.15902595639523 169.35723468588594
Fault3 153 2900.0 2.816546853964012 55.36000153055505 83.34847111233948 238.7524254172754
Fault3 153 2910.0 2.6884333954062587 63.08551160184798 74.01176183146427 226.31850836494144
Fault3 153 2920.0 2.949240366807624 46.17593669299976 52.23490996425281 184.7966287568641
Fault3 153 2930.0 2.5790425633652814 52.65963249857873 77.4019717822015 219.5555174532007
Fault3 153 2940.0 2.734840373483802 53.74820955656643 79.33560717687675 212.11033921030833
Fault3 153 2950.0 2.786211680315928 62.74606948628465 79.6693934752519 168.3563606942536
Fault3 153 2960.0 2.7671232465734743 56.39904978222466 89.43285074289395 236.19161543204467
Fault3 153 2970.0 2.576886860717016 59.068959482954554 77.62952946174441 179.89365596909403
Fault3 153 2980.0 2.6069102218606663 65.66436463236711 59.45216545654115 187.81269455089281
Fault3 153 2990.0 2.7855024630857224 58.57914652645527 67.01388980490718 120.84842891780438
Fault3 153 3000.0 2.75774748743644 51.14997825272944 73.47552079847806 180.11825875276335
Fault4 154 3010.0 2.738057320877672 52.54265955475348 68.50041359512862 192.79999851102804
Fault4 154 3020.0 2.618573142432106 62.6451015072532 83.80010174982698 168.8127866811217
Fault4 154 3030.0 2.58196737990962 68.44089843335416 71.8225347739428 194.76842362383965
Fault4 154 3040.0 2.6767496618112214 53.464660175018324 68.12000368038457 202.23931798758696
Fault4 154 3050.0 2.7959713541020745 43.658794530710125 85.38366098259107 175.82529195966723
Fault4 154 3060.0 2.6979755079172487 56.21826081468414 62.27894878301287 102.00401543674836
Fault4 154 3070.0 2.8958629567914107 55.10441941056145 70.30893441288428 159.43971949537072
Fault4 154 3080.0 2.868803997908994 47.49008654971207 57.185671581653594 148.75878613978873
Fault4 154 3090.0 2.6979911238168226 56.94142940971206 76.88946702708483 165.0377613617898
Fault4 154 3100.0 2.696879216277712 55.03422755430859 73.55675899011992 201.576604309417
Fault4 154 3110.0 2.7165908826005634 52.12037080478151 56.20442885053768 144.19121259591566
Fault4 154 3120.0 2.800639381361111 59.88965836931449 68.368365767343 140.52635481606933
Fault4 154 3130.0 2.7294806146974637 34.17100383926531 74.60444883024532 136.6363844310365
