Litologia codigo prof RHOB GR SP DT
dolomite 2 970.0 2.473151545842745 39.10439724655448 -65.14985445134289 187.93889720465506
dolomite 2 980.0 2.662432915511121 38.014195049558495 -57.630284619964506 122.2303343511972
dolomite 2 990.0 2.530976298474402 22.954588306308754 -39.03451146732814 133.67915602058366
dolomite 2 1000.0 2.6403160407108714 53.28901342961957 -53.79103612617182 206.0144721877784
dolomite 2 1010.0 2.54135330670013 35.70684668048152 -57.22885385046254 117.628661492599
dolomite 2 1020.0 2.508248856316591 36.25179144878511 -59.03661245711174 128.33953166313105
dolomite 2 1030.0 2.522949525797036 30.109062928463985 -59.31762852676988 162.06198612301083
dolomite 2 1040.0 2.5729615426456633 37.91224034712699 -61.51897773918403 209.91817670380226
dolomite 2 1050.0 2.4538500539287833 31.587076854827433 -71.55924372160976 141.008801809383
dolomite 2 1060.0 2.5647708052776492 23.355678652856145 -53.40064430365956 138.3584567004173
dolomite 2 1070.0 2.454079034284976 54.76083030990799 -69.40701169793532 116.14101413342952
dolomite 2 1080.0 2.6471764800741817 43.48484006960314 -58.47026770214714 116.87181073212653
dolomite 2 1090.0 2.4560192677440877 18.443126036236936 -65.18151051895794 138.231389651051
dolomite 2 1100.0 2.4664781055503058 31.74770572779926 -44.3283401037298 157.4672975186579
dolomite 2 1110.0 2.5588625832520613 52.03505781331131 -69.25396232362189 144.91026141904766
dolomite 2 1120.0 2.5468505756215065 49.67247105883154 -56.395431884945516 191.27229407117966
dolomite 2 1130.0 2.4705876302649505 36.77326915505725 -70.77198810820161 165.270321130158
dolomite 2 1140.0 2.6272463253852814 29.559452095795443 -46.48747954812424 145.95150122768712
dolomite 2 1150.0 2.735890912071542 39.00039235226037 -67.91977744370946 169.13006151780868
dolomite 2 1160.0 2.6944658038015072 35.16996857440718 -56.13964985295021 117.58107020247377
dolomite 2 1170.0 2.707854142636359 28.486097093891615 -63.823796719733515 164.0448154970577
dolomite 2 1180.0 2.6260125327176906 35.532281860143 -68.05081048445689 120.91455918085283
dolomite 2 1190.0 2.5088054599011484 38.558170091099385 -57.09460654939718 156.53744026686465
dolomite 2 1200.0 2.5534104133808144 47.560899251628825 -44.61709405993879 141.46612688502387
dolomite 2 1210.0 2.475342922347429 43.85240589063655 -51.08034496639442 131.15434263247036
dolomite 2 1220.0 2.4305650792748263 41.515844335956686 -75.00516000720634 151.47570464109288
dolomite 2 1230.0 2.828319770178146 49.01651872805604 -62.32453503422428 168.8705021581113
dolomite 2 1240.0 2.473028162521372 40.95624308483696 -59.440031194603975 129.98523587354396
dolomite 2 1250.0 2.4249450183685095 43.15326851204091 -52.556837198680675 120.79254149333701
dolomite 2 1260.0 2.3895453006268275 40.67924163002058 -52.27428342786162 156.15518528358666
dolomite 2 1270.0 2.521354707134177 45.415525711218876 -57.22568999261875 200.20569953426968
dolomite 2 1280.0 2.6571643953089343 34.62248563899703 -48.980498529930614 158.9080516251563
dolomite 2 1290.0 2.477459284291052 40.2083359522649 -51.63442119002635 153.00844369012785
dolomite 2 1300.0 2.5025091092685123 45.31924063670104 -56.184955261358695 111.46074531492303
dolomite 2 1310.0 2.28004874310019 45.27334911004835 -65.45869405194357 133.94381355931603
dolomite 2 1320.0 2.4566027504756587 38.583109617092205 -41.060340830655264 144.8977924718319
dolomite 2 1330.0 2.5931755575060498 39.60299471341452 -52.814805360186625 125.66751951820045
dolomite 2 1340.0 2.590316369779136 30.630706561408488 -38.572990310362876 158.63523131449838
dolomite 2 1350.0 2.4828380721212198 36.50639773908671 -23.636913565228838 135.68364074467087
dolomite 2 1360.0 2.4810383405598992 30.572405736976396 -51.125503816600784 106.44900799290544
dolomite 2 1370.0 2.7042474211153604 47.05071609465368 -49.74417909643469 148.71942127512807
dolomite 2 1380.0 2.5360121837729706 46.160830121694914 -47.88204932818475 84.72979752588336
dolomite 2 1390.0 2.9130042045389533 32.1741701553711 -34.49512122114374 49.280797403971675
diabase 3 1400.0 2.6822853406494365 27.858491882443325 -41.40038927974703 60.216847495001936
diabase 3 1410.0 2.728201974976733 31.214272523324517 -16.893272339932885 68.63068770087236
diabase 3 1420.0 2.652570806289479 27.106635205648793 -9.944671975679325 110.46289798539945
diabase 3 1430.0 2.745677093564649 15.283615648849779 9.934005752722895 41.33451803542337
diabase 3 1440.0 2.634360624426027 31.1046526843065 -27.999313159067917 113.0573331532016
diabase 3 1450.0 2.733684845690389 35.707672125453975 0.5547624122566397 73.12225399727183
diabase 3 1460.0 2.5673637240134495 28.81830069388124 8.762736987488296 56.57702692552871
diabase 3 1470.0 2.8203148078405684 27.899066634907044 -8.90328521664985 75.56262321886064
diabase 3 1480.0 2.777400326098739 26.13442668779242 -6.422914303109111 52.48226018891138
diabase 3 1490.0 3.014211495694221 36.52263724486875 -0.8349945785155675 79.46463665622082
diabase 3 1500.0 2.6794554275451974 43.021205020936364 -20.299598159802194 89.36513206360769
diabase 3 1510.0 2.8775097836995 35.72745769120364 0.3221784272371208 83.9086346810419
diabase 3 1520.0 2.8320055109739206 37.76459272177784 -14.041396734097809 61.80551405253345
diabase 3 1530.0 3.0501632029597263 25.90064244197458 -7.906426285957419 105.9761258322072
diabase 3 1540.0 2.8948164291865255 16.92254010670003 3.196051435787525 57.07951259606284
diabase 3 1550.0 2.708119697733979 30.54219594959533 -2.6996140580938928 46.650330987105015
diabase 3 1560.0 2.7524810498132077 35.3977701257039 -6.778748562684857 42.58347582972876
diabase 3 1570.0 2.7600480484442937 36.740209384713935 -24.946046864738058 74.96673322129982
diabase 3 1580.0 2.7734762454851176 41.718224963079706 -14.096798032799938 86.03061501821551
diabase 3 1590.0 2.7493212679230403 40.56021057984051 -13.952358527164947 65.81034592914709
dolomite 2 1600.0 2.7490876284081995 44.82089489373518 -36.060198346581146 48.8345692247558
dolomite 2 1610.0 2.77087492602867 37.51904071633631 -32.09763767368697 82.25724083421296
dolomite 2 1620.0 2.4780054040453545 27.554648827282158 -30.65538603931269 54.458262593148355
dolomite 2 1630.0 2.5593810344520085 29.683223694121104 -38.19518152959797 76.6696141566117
dolomite 2 1640.0 2.554899139322593 42.946364916659995 -52.38739622867121 79.43756604726399
dolomite 2 1650.0 2.6607349150286903 42.12858261647771 -48.680398715028346 70.54564062170036
dolomite 2 1660.0 2.573930982518801 35.02999812555116 -51.78680375607094 114.36500806118849
dolomite 2 1670.0 2.47772625357774 31.417780117095134 -43.27073994604545 132.77101193715816
dolomite 2 1680.0 2.7877136736564982 43.486170552303484 -52.585043129733464 86.19328991906431
dolomite 2 1690.0 2.475771107325637 42.813446166912954 -49.801968930803184 190.109652386966
dolomite 2 1700.0 2.470214179048365 48.58338523607017 -52.13763175083769 132.00959706955246
dolomite 2 1710.0 2.5067867512934314 31.47929023332202 -51.06790448486673 159.47979106943203
dolomite 2 1720.0 2.443726416031165 40.343028261035194 -47.25598324589215 127.02695289946502
dolomite 2 1730.0 2.6630944046213005 40.266927436272624 -58.59675416230143 142.4718556351502
dolomite 2 1740.0 2.4116702496688958 36.53416958130628 -35.651651765247976 190.08349533175394
dolomite 2 1750.0 2.407229665478699 33.037224781406564 -55.46107152127048 130.92550076937164
dolomite 2 1760.0 2.566321330230347 35.20373550820354 -57.20050109643675 206.25520717164017
dolomite 2 1770.0 2.5967715472839625 41.037377304254115 -39.4208347566354 127.14336379254654
dolomite 2 1780.0 2.5270528825695266 39.41548876977133 -64.6523189497998 154.29208694365192
dolomite 2 1790.0 2.619628955743898 41.80695266273806 -78.57505979612864 200.84085947572214
dolomite 2 1800.0 2.5505651887196654 36.82029156390549 -58.08876898256865 156.23541612813278
dolomite 2 1810.0 2.4674192313422867 39.61495261120782 -58.66134474355712 118.51793377798599
dolomite 2 1820.0 2.514651577183286 37.78571242586119 -54.81038381908866 120.26549919185283
dolomite 2 1830.0 2.688578078634357 40.881650485676076 -40.15347625689884 149.65199386401088
dolomite 2 1840.0 2.49606304882563 36.811358917902645 -59.13931200067535 145.89532567619946
dolomite 2 1850.0 2.3894185625216577 41.99537015011913 -65.90407609403665 162.6406172671126
dolomite 2 1860.0 2.358642686523629 38.82942923369111 -74.1196997389361 128.33037453339168
dolomite 2 1870.0 2.5579048416454873 46.394197926680015 -75.01135927658056 155.21399748734444
dolomite 2 1880.0 2.4921465076539007 47.46605411049502 -64.97108439039522 131.11071212172823
dolomite 2 1890.0 2.514323385909825 37.400519445223665 -62.36973605805606 87.14924978899339
dolomite 2 1900.0 2.4452480013334226 47.924354079103935 -62.99015724216461 156.48675779118335
dolomite 2 1910.0 2.526115134146366 35.05498590149097 -46.44141446690743 136.38730356468568
dolomite 2 1920.0 2.514203958168203 31.858312428183805 -56.06380887890771 84.95827508533372
dolomite 2 1930.0 2.2606450484489518 41.45476929735993 -49.77168971110372 124.14146511369643
dolomite 2 1940.0 2.4561190460446407 38.51872068975935 -64.95352147849206 211.1574478148383
dolomite 2 1950.0 2.269281889940051 36.742095592286766 -34.96217496032191 151.74285243219623
dolomite 2 1960.0 2.30852179408974 36.62432671255671 -39.33946912491168 102.53151825897396
dolomite 2 1970.0 2.4495958786230347 36.562394983706405 -47.50108646062141 111.96073874132881
dolomite 2 1980.0 2.603688438721417 35.69906316831178 -44.975732431065175 141.10129543075985
dolomite 2 1990.0 2.3116448111027945 25.76537644283998 -42.427545025993645 150.87559858291314
conglomerate 4 2000.0 2.4317367239028487 24.00246470962344 -54.99791147430077 60.36577637488958
conglomerate 4 2010.0 2.3721314064659293 21.073986437760794 -60.662103259479395 115.06476156453888
conglomerate 4 2020.0 2.3037430978061892 9.495178880009355 -49.6653040029054 108.86295795458906
conglomerate 4 2030.0 2.4246799936186605 13.173733691205733 -55.44982577325146 146.2474300837479
conglomerate 4 2040.0 2.4871843114393744 22.71578626896374 -48.9956152348842 71.19882661186871
conglomerate 4 2050.0 2.2944860199722945 14.234843517808264 -40.87020514121816 105.24189503628469
conglomerate 4 2060.0 2.3025642485672857 18.794803875254097 -49.58874358420983 124.42735358575318
conglomerate 4 2070.0 2.3095105781087577 23.087310303980477 -29.614234445308032 114.87945791026127
conglomerate 4 2080.0 2.107014210231368 26.083022096296116 -47.50639652125581 129.0076352817958
conglomerate 4 2090.0 2.0978053541164794 18.176251489236293 -44.42650386442669 120.50116858731293
conglomerate 4 2100.0 2.192102022354057 11.420881173665098 -31.13480784426419 101.89649231554792
conglomerate 4 2110.0 2.2474456313097364 28.036491761767692 -45.531438080076704 120.43407372968541
conglomerate 4 2120.0 2.0880662830904346 29.93902738352159 -36.4469563873552 115.97271712448395
conglomerate 4 2130.0 2.3235455216887932 11.085574938579567 -60.12437594526615 113.21636015752665
conglomerate 4 2140.0 2.478648732553056 16.558632816495315 -47.842913041160074 117.52399278928806
conglomerate 4 2150.0 2.2489579411423466 18.058351975951705 -34.72239424440228 49.21448344144574
conglomerate 4 2160.0 2.156750518833788 20.979360441644015 -48.680244451998576 122.34727487395867
conglomerate 4 2170.0 2.230893352992001 24.490325152110255 -44.787603740893836 66.79291848184485
conglomerate 4 2180.0 2.397350954912926 10.895048145636345 -40.666361589301204 150.15061471939006
conglomerate 4 2190.0 2.2331387784973895 21.271858830429775 -65.2126961936987 86.7706089250038
conglomerate 4 2200.0 2.199284341201404 22.376179505347036 -31.961259164254024 109.24448265197066
conglomerate 4 2210.0 2.1764951104404866 22.021335471934087 -50.88972938891411 136.20458035850163
conglomerate 4 2220.0 2.1966011218061765 13.507465665808978 -28.66025188778699 95.04506176319859
conglomerate 4 2230.0 2.31413303727419 26.618375870959795 -32.23594412892208 91.98321427873162
conglomerate 4 2240.0 2.3221512706276584 33.53179795857365 -54.29188255684507 143.80960641608058
conglomerate 4 2250.0 2.127739114291712 14.584822835400793 -31.8060589057282 121.81562626491765
conglomerate 4 2260.0 2.392508202972767 11.687583683831132 -46.55259319543927 105.71487820472954
conglomerate 4 2270.0 2.315774500830623 21.75218669062118 -39.97723172238537 102.57391421000395
conglomerate 4 2280.0 2.340943162118368 25.951962150529113 -39.30536235340276 123.67738111299613
conglomerate 4 2290.0 2.386648488503003 12.668957316428664 -30.97762659683179 159.08650088476563
conglomerate 4 2300.0 2.297157805912364 21.77606164919533 -44.46657569616792 143.65972449323624
conglomerate 4 2310.0 2.2593428974134024 21.745984243175418 -37.5045954868049 116.73271427358105
conglomerate 4 2320.0 2.285248373333042 22.987302786327874 -30.325209777683035 110.15283597066852
conglomerate 4 2330.0 2.4119287915542427 30.936526241859333 -42.284519552376324 99.36947178791732
conglomerate 4 2340.0 2.4681619465378013 21.571474422907503 -28.28698827054569 83.39693464828349
conglomerate 4 2350.0 2.3216320264818293 28.64312032071063 -40.88495776105474 138.29420782173872
conglomerate 4 2360.0 2.385643105073945 29.88913705353503 -41.41529289337992 154.11519527083112
conglomerate 4 2370.0 2.167737439140808 12.92113524505623 -38.72374191880495 154.29337700912276
conglomerate 4 2380.0 2.2622346833730123 14.295104589233645 -45.671251117514466 87.32815623426355
conglomerate 4 2390.0 2.1904548599706395 19.257007117659896 -36.91745960877929 140.67436534935135
conglomerate 4 2400.0 2.4505134393766532 35.21501163111259 -44.1988117428004 135.50500181100108
conglomerate 4 2410.0 2.5201400910909597 19.911952831220724 -51.20389819735295 138.0702784359216
conglomerate 4 2420.0 2.3421355438617453 15.598892136610543 -44.470136026799345 123.9250876724083
conglomerate 4 2430.0 2.598510686684718 22.70059669686087 -42.89008873410767 134.38686112626422
conglomerate 4 2440.0 2.244296525187019 21.077644827660798 -43.84767219503262 90.9749421202828
conglomerate 4 2450.0 2.2100768167774523 15.740568141514666 -52.940896065775796 53.685956549711875
conglomerate 4 2460.0 2.3782645588317335 30.840763006088466 -45.30851515990377 119.41625063030273
conglomerate 4 2470.0 2.3974905378457336 10.684502462314631 -30.70800884670603 132.8655202219227
conglomerate 4 2480.0 2.268173967852858 20.719359272922958 -55.76055852126491 122.99006743047727
conglomerate 4 2490.0 2.2410512512184506 13.208890454702182 -48.601741805383554 133.88068017078618
conglomerate 4 2500.0 2.2972977375262835 17.161967859856517 -44.521451675693626 106.44877549261557
conglomerate 4 2510.0 2.1117487794312004 30.45953482226981 -34.95239461202841 126.39859411829183
conglomerate 4 2520.0 2.2389330982449933 15.804227609332623 -39.12972009617775 119.99966257698239
conglomerate 4 2530.0 2.23846925946925 19.684024965748613 -19.883282259980067 69.59285777968367
conglomerate 4 2540.0 2.3003240695425466 16.075736564110834 -47.4730696499055 121.18424215113077
conglomerate 4 2550.0 2.2358597863545557 20.566108680327716 -51.798728616305254 89.0970890554801
conglomerate 4 2560.0 2.2852278618759474 25.039822418261938 -43.28834267419601 113.64660399868967
conglomerate 4 2570.0 2.253559744969118 23.620710880179605 -25.054337354436655 98.19562126773971
conglomerate 4 2580.0 2.1857632353079124 20.866327542164296 -42.4206034424917 115.84643701453604
conglomerate 4 2590.0 2.3107844432505136 27.738859665269942 -37.62468491782631 85.04333115081033
conglomerate 4 2600.0 2.3299283158498314 26.29247714858226 -47.220694694205804 135.124610348546
conglomerate 4 2610.0 2.4508901006877144 14.078768641498877 -30.68866620462408 103.17575978016058
conglomerate 4 2620.0 2.2227468061675055 9.857229277038847 -37.168441343643764 90.35575838990316
conglomerate 4 2630.0 2.331623577014441 24.44086127019198 -55.61501065537526 104.89975820935791
conglomerate 4 2640.0 2.1486255281659066 21.20714535173146 -25.758882196195092 124.96181810027494
conglomerate 4 2650.0 2.3284485478175463 15.163800228411294 -42.109245771843696 69.37008930352877
conglomerate 4 2660.0 2.3563708622434585 28.048983998577732 -34.630558616501546 132.1879130709502
conglomerate 4 2670.0 2.169693929901226 26.792561521640202 -51.639091168746255 176.42579524688207
conglomerate 4 2680.0 2.6280164894162383 20.453351883772225 -40.6891661231705 64.90015571368075
conglomerate 4 2690.0 2.4227692306365336 31.671505720302154 -26.518086700219808 103.90364787989931
conglomerate 4 2700.0 2.331397988826733 22.351937150553315 -29.568285874866753 144.90538882063396
conglomerate 4 2710.0 2.2112671358363816 16.465242082164917 -42.65641271843214 135.8253957826165
conglomerate 4 2720.0 2.2756806210644074 21.423186322171833 -32.65938424914242 94.47523254449187
conglomerate 4 2730.0 2.183809899908065 20.296496557873617 -35.1834502563373 82.78849705022003
conglomerate 4 2740.0 2.489458572467857 24.029218685163777 -54.32939217081323 62.321810921339036
conglomerate 4 2750.0 2.2608624090962657 17.191139301132793 -40.10325952006821 175.4554151252679
conglomerate 4 2760.0 2.3092388385894873 34.77244502274215 -25.755856635580912 88.17018794225102
conglomerate 4 2770.0 2.2984049911424993 31.727084656955363 -44.65965840402782 127.97965307492194
conglomerate 4 2780.0 2.352790362389923 26.344460406671722 -57.15874714739985 76.57055536863345
conglomerate 4 2790.0 2.3035270228788525 12.039891069077102 -34.692161798489956 98.54551949891624
conglomerate 4 2800.0 2.250014036640776 17.479815904541425 -41.08293943947662 108.21253461530115
conglomerate 4 2810.0 2.1494713453277305 33.20361547643697 -19.11333061472616 150.62349480265402
conglomerate 4 2820.0 2.4864752210030656 32.12283316489208 -39.435775740782745 50.02979490827227
conglomerate 4 2830.0 2.3027464279784264 18.503133410752714 -49.81345386254274 118.40793351360747
conglomerate 4 2840.0 2.165042387115942 29.10206270881772 -44.67135909787911 102.33783951453154
conglomerate 4 2850.0 2.1683972972370507 25.364291471068316 -40.55026656102911 141.7343772634622
conglomerate 4 2860.0 2.3994084667793993 27.74579593639165 -51.878473973234556 147.01679702281527
conglomerate 4 2870.0 2.297829359377841 12.103963283962308 -39.1089318643651 139.68613288812614
conglomerate 4 2880.0 2.26431866967008 18.706548199466162 -37.5276973169622 56.47405442541491
conglomerate 4 2890.0 2.388744366116894 18.649863335551217 -49.72692263536837 108.50882190162602
conglomerate 4 2900.0 2.2343106858781256 10.208802441223723 -34.806308894157844 118.82089710077223
conglomerate 4 2910.0 2.294966530249842 14.364229970100668 -57.193843527255666 113.56468480954513
conglomerate 4 2920.0 2.1189416841299673 28.56189500727586 -32.36999181166377 157.65444509588696
conglomerate 4 2930.0 2.062635754512608 17.04575512121292 -48.846480730509086 98.93995900955267
conglomerate 4 2940.0 2.2653721182481115 26.609828275337154 -56.38984103907184 105.66305853312667
conglomerate 4 2950.0 2.2033151321983007 14.420679917282706 -34.731907622211594 125.63434576145141
conglomerate 4 2960.0 2.1683827248195793 24.24249722515541 -34.192860800560915 94.43302564676948
conglomerate 4 2970.0 2.2302788539552547 20.938595090536854 -43.34749594234447 104.78441877884423
conglomerate 4 2980.0 2.3745857575859466 25.972847630176133 -25.80528872820702 109.31686734786342
conglomerate 4 2990.0 2.261022881828101 26.277068758221077 -38.92390728501449 102.41015330565895
conglomerate 4 3000.0 2.2092284404605658 23.090329825065893 -41.16535690731247 114.13390708551162
conglomerate 4 3010.0 2.1380647100755854 29.392352048402785 -61.55281494555596 144.60638937517834
conglomerate 4 3020.0 2.0960988652710255 36.81182774745422 -48.044099144233755 131.3783375187269
conglomerate 4 3030.0 2.412130959827812 12.204545297892274 -47.94933999081289 141.64631560283317
conglomerate 4 3040.0 2.4024697710765897 22.379823996119928 -46.72029132440857 113.80523740532635
conglomerate 4 3050.0 2.5073742636462564 14.364332151086113 -41.50102575465615 166.38119778615942
conglomerate 4 3060.0 2.2753435563384 17.937515689266515 -51.14398990156647 87.4445791425785
conglomerate 4 3070.0 2.2298037390219316 20.937461302540303 -34.69682822956589 117.69721685389992
conglomerate 4 3080.0 2.2690301903732486 18.662292912714612 -37.512347065334836 108.66572388767156
