Litologia     codigo      prof  RHOB         GR        SP         DT
shale2          1          33   2.35E+00   1.03E+02   6.89E+01   5.69E+02
shale2          1          34   2.38E+00   1.14E+02   6.11E+01   5.51E+02
shale2          1          35   2.56E+00   1.25E+02   5.99E+01   5.76E+02
shale2          1          36   2.56E+00   1.08E+02   5.90E+01   5.52E+02
shale2          1          37   2.51E+00   1.24E+02   7.21E+01   5.56E+02
shale2          1          38   2.49E+00   1.05E+02   6.54E+01   5.39E+02
shale2          1          39   2.49E+00   1.11E+02   7.47E+01   5.55E+02
shale2          1          40   2.51E+00   1.00E+02   7.45E+01   5.62E+02
shale2          1          41   2.49E+00   1.07E+02   4.71E+01   5.47E+02
shale2          1          42   2.49E+00   1.09E+02   8.49E+01   5.36E+02
shale2          1          43   2.52E+00   1.14E+02   8.03E+01   5.75E+02
shale2          1          44   2.50E+00   1.06E+02   6.94E+01   5.39E+02
shale2          1          45   2.34E+00   1.12E+02   6.91E+01   5.64E+02
shale2          1          46   2.46E+00   1.03E+02   6.78E+01   5.40E+02
shale2          1          47   2.52E+00   1.20E+02   6.00E+01   5.65E+02
shale2          1          48   2.46E+00   1.00E+02   7.17E+01   5.37E+02
shale2          1          49   2.52E+00   1.10E+02   7.95E+01   5.73E+02
shale2          1          50   2.56E+00   1.06E+02   7.27E+01   5.42E+02
dolomite        2          51   2.46E+00   3.86E+01  -6.12E+01   1.61E+02
dolomite        2          52   2.49E+00   3.55E+01  -5.90E+01   1.22E+02
dolomite        2          53   2.48E+00   3.83E+01  -5.14E+01   1.56E+02
dolomite        2          54   2.53E+00   3.68E+01  -5.67E+01   1.53E+02
dolomite        2          55   2.49E+00   4.37E+01  -6.22E+01   1.53E+02
dolomite        2          56   2.52E+00   3.61E+01  -5.76E+01   1.57E+02
dolomite        2          57   2.53E+00   4.10E+01  -6.01E+01   1.37E+02
dolomite        2          58   2.50E+00   3.93E+01  -6.16E+01   1.55E+02
dolomite        2          59   2.47E+00   4.71E+01  -5.81E+01   1.50E+02
dolomite        2          60   2.49E+00   4.10E+01  -6.16E+01   1.49E+02
dolomite        2          61   2.57E+00   4.14E+01  -6.18E+01   1.23E+02
dolomite        2          62   2.44E+00   4.35E+01  -6.12E+01   1.57E+02
dolomite        2          63   2.52E+00   3.93E+01  -6.72E+01   1.21E+02
dolomite        2          64   2.51E+00   4.11E+01  -4.67E+01   1.45E+02
dolomite        2          65   2.54E+00   3.55E+01  -5.66E+01   1.46E+02
dolomite        2          66   2.50E+00   3.55E+01  -6.67E+01   1.40E+02
dolomite        2          67   2.43E+00   4.56E+01  -4.50E+01   1.47E+02
dolomite        2          68   2.43E+00   4.05E+01  -6.28E+01   1.41E+02
dolomite        2          69   2.43E+00   3.72E+01  -5.14E+01   1.45E+02
dolomite        2          70   2.46E+00   3.80E+01  -5.92E+01   1.27E+02
dolomite        2          71   2.50E+00   3.68E+01  -6.02E+01   1.46E+02
dolomite        2          72   2.53E+00   3.43E+01  -4.88E+01   1.29E+02
dolomite        2          73   2.56E+00   3.91E+01  -5.88E+01   1.34E+02
dolomite        2          74   2.49E+00   3.93E+01  -5.11E+01   1.01E+02
dolomite        2          75   2.52E+00   4.19E+01  -6.32E+01   1.44E+02
dolomite        2          76   2.48E+00   3.73E+01  -6.24E+01   1.42E+02
dolomite        2          77   2.45E+00   4.24E+01  -5.29E+01   1.41E+02
dolomite        2          78   2.48E+00   3.94E+01  -6.35E+01   1.19E+02
dolomite        2          79   2.55E+00   4.00E+01  -6.03E+01   1.51E+02
dolomite        2          80   2.51E+00   3.97E+01  -5.64E+01   1.28E+02
dolomite        2          81   2.51E+00   4.08E+01  -6.82E+01   1.27E+02
dolomite        2          82   2.50E+00   3.88E+01  -6.22E+01   1.39E+02
dolomite        2          83   2.45E+00   4.01E+01  -5.73E+01   1.49E+02
dolomite        2          84   2.48E+00   4.18E+01  -5.85E+01   1.68E+02
dolomite        2          85   2.44E+00   3.61E+01  -5.69E+01   1.44E+02
dolomite        2          86   2.52E+00   4.08E+01  -6.68E+01   1.24E+02
dolomite        2          87   2.45E+00   4.42E+01  -6.09E+01   1.47E+02
dolomite        2          88   2.40E+00   4.06E+01  -6.24E+01   1.56E+02
dolomite        2          89   2.51E+00   3.50E+01  -6.59E+01   1.08E+02
dolomite        2          90   2.50E+00   4.26E+01  -6.81E+01   1.52E+02
dolomite        2          91   2.53E+00   3.54E+01  -6.51E+01   1.43E+02
dolomite        2          92   2.46E+00   4.74E+01  -6.86E+01   1.41E+02
dolomite        2          93   2.51E+00   3.58E+01  -5.70E+01   1.58E+02
dolomite        2          94   2.50E+00   4.20E+01  -5.86E+01   1.36E+02
dolomite        2          95   2.50E+00   3.90E+01  -7.44E+01   1.32E+02
dolomite        2          96   2.55E+00   3.17E+01  -5.08E+01   1.56E+02
dolomite        2          97   2.57E+00   4.17E+01  -5.90E+01   1.39E+02
dolomite        2          98   2.51E+00   4.74E+01  -5.86E+01   1.69E+02
dolomite        2          99   2.57E+00   3.19E+01  -5.27E+01   1.25E+02
dolomite        2         100   2.54E+00   4.02E+01  -5.85E+01   1.47E+02
dolomite        2         101   2.51E+00   4.19E+01  -6.66E+01   1.45E+02
dolomite        2         102   2.57E+00   4.15E+01  -6.74E+01   1.45E+02
dolomite        2         103   2.48E+00   3.42E+01  -4.59E+01   1.55E+02
dolomite        2         104   2.52E+00   3.49E+01  -5.14E+01   1.26E+02
dolomite        2         105   2.67E+00   4.19E+01  -4.83E+01   1.44E+02
dolomite        2         106   2.50E+00   4.18E+01  -5.86E+01   1.30E+02
dolomite        2         107   2.45E+00   3.52E+01  -4.55E+01   1.56E+02
dolomite        2         108   2.51E+00   3.47E+01  -5.33E+01   1.30E+02
dolomite        2         109   2.50E+00   4.02E+01  -4.86E+01   1.21E+02
dolomite        2         110   2.48E+00   3.97E+01  -5.45E+01   1.38E+02
dolomite        2         111   2.51E+00   3.67E+01  -6.25E+01   1.34E+02
dolomite        2         112   2.56E+00   3.97E+01  -6.73E+01   1.36E+02
dolomite        2         113   2.39E+00   4.18E+01  -5.73E+01   1.35E+02
dolomite        2         114   2.47E+00   3.51E+01  -6.43E+01   1.24E+02
dolomite        2         115   2.44E+00   3.96E+01  -6.76E+01   1.55E+02
dolomite        2         116   2.55E+00   4.13E+01  -7.30E+01   1.36E+02
dolomite        2         117   2.62E+00   4.01E+01  -6.29E+01   1.42E+02
dolomite        2         118   2.53E+00   3.46E+01  -6.48E+01   1.26E+02
dolomite        2         119   2.55E+00   3.33E+01  -5.32E+01   1.27E+02
dolomite        2         120   2.54E+00   4.48E+01  -7.28E+01   1.28E+02
dolomite        2         121   2.52E+00   4.35E+01  -5.46E+01   1.57E+02
dolomite        2         122   2.41E+00   3.78E+01  -6.53E+01   1.55E+02
dolomite        2         123   2.40E+00   3.77E+01  -5.19E+01   1.75E+02
dolomite        2         124   2.43E+00   4.34E+01  -5.64E+01   1.57E+02
dolomite        2         125   2.54E+00   4.99E+01  -6.09E+01   1.42E+02
dolomite        2         126   2.50E+00   4.28E+01  -7.10E+01   1.23E+02
dolomite        2         127   2.43E+00   4.21E+01  -6.90E+01   1.61E+02
dolomite        2         128   2.40E+00   4.16E+01  -6.84E+01   1.54E+02
dolomite        2         129   2.43E+00   4.01E+01  -6.21E+01   1.37E+02
dolomite        2         130   2.52E+00   3.81E+01  -6.37E+01   1.48E+02
dolomite        2         131   2.48E+00   3.10E+01  -5.66E+01   1.33E+02
dolomite        2         132   2.49E+00   3.51E+01  -5.74E+01   1.31E+02
dolomite        2         133   2.43E+00   3.78E+01  -5.93E+01   1.40E+02
dolomite        2         134   2.52E+00   3.65E+01  -6.19E+01   1.74E+02
dolomite        2         135   2.52E+00   4.50E+01  -6.30E+01   1.22E+02
dolomite        2         136   2.52E+00   3.85E+01  -6.80E+01   1.55E+02
dolomite        2         137   2.50E+00   4.00E+01  -6.05E+01   1.57E+02
dolomite        2         138   2.50E+00   4.14E+01  -6.07E+01   1.24E+02
dolomite        2         139   2.40E+00   4.17E+01  -6.27E+01   1.71E+02
diabase         3         140   2.67E+00   3.46E+01   5.59E+00   5.30E+01
diabase         3         141   2.72E+00   3.41E+01   5.20E+00   4.90E+01
diabase         3         142   2.79E+00   2.90E+01   4.51E+00   4.30E+01
diabase         3         143   2.82E+00   3.35E+01   5.06E+00   6.09E+01
diabase         3         144   2.78E+00   3.44E+01   5.56E+00   4.99E+01
diabase         3         145   2.82E+00   3.56E+01   3.36E+00   5.18E+01
diabase         3         146   2.72E+00   3.41E+01   3.84E+00   5.50E+01
diabase         3         147   2.81E+00   3.10E+01   4.83E+00   4.75E+01
diabase         3         148   2.76E+00   2.88E+01   5.35E+00   5.40E+01
diabase         3         149   2.88E+00   2.92E+01   6.28E+00   4.78E+01
diabase         3         150   2.81E+00   2.71E+01   5.10E+00   5.87E+01
diabase         3         151   2.86E+00   2.86E+01   4.86E+00   5.43E+01
diabase         3         152   2.81E+00   2.98E+01   5.41E+00   5.00E+01
diabase         3         153   2.83E+00   3.29E+01   5.16E+00   5.34E+01
diabase         3         154   2.75E+00   2.52E+01   4.98E+00   4.65E+01
diabase         3         155   2.79E+00   2.27E+01   5.29E+00   4.07E+01
diabase         3         156   2.98E+00   3.02E+01   5.16E+00   4.44E+01
diabase         3         157   2.85E+00   2.62E+01   4.58E+00   5.28E+01
diabase         3         158   2.83E+00   3.39E+01   3.47E+00   5.03E+01
diabase         3         159   2.86E+00   3.35E+01   5.43E+00   5.14E+01
dolomite        2         160   2.55E+00   3.93E+01  -6.68E+01   1.61E+02
dolomite        2         161   2.50E+00   3.52E+01  -5.59E+01   1.44E+02
dolomite        2         162   2.48E+00   4.88E+01  -6.73E+01   1.11E+02
dolomite        2         163   2.50E+00   3.80E+01  -6.51E+01   1.35E+02
dolomite        2         164   2.56E+00   4.45E+01  -5.13E+01   1.12E+02
dolomite        2         165   2.61E+00   4.35E+01  -6.40E+01   1.28E+02
dolomite        2         166   2.57E+00   4.41E+01  -5.63E+01   1.54E+02
dolomite        2         167   2.47E+00   3.55E+01  -6.14E+01   1.22E+02
dolomite        2         168   2.48E+00   3.91E+01  -5.99E+01   1.44E+02
dolomite        2         169   2.51E+00   4.24E+01  -6.21E+01   1.60E+02
dolomite        2         170   2.46E+00   3.53E+01  -5.16E+01   1.31E+02
dolomite        2         171   2.59E+00   4.45E+01  -5.26E+01   1.24E+02
dolomite        2         172   2.49E+00   4.58E+01  -5.52E+01   1.35E+02
dolomite        2         173   2.52E+00   3.65E+01  -6.95E+01   1.27E+02
dolomite        2         174   2.51E+00   4.32E+01  -4.83E+01   1.37E+02
dolomite        2         175   2.43E+00   3.90E+01  -5.98E+01   1.45E+02
dolomite        2         176   2.48E+00   3.79E+01  -5.14E+01   1.52E+02
dolomite        2         177   2.53E+00   3.48E+01  -6.15E+01   1.29E+02
dolomite        2         178   2.63E+00   3.55E+01  -5.28E+01   1.33E+02
dolomite        2         179   2.45E+00   3.76E+01  -5.93E+01   1.52E+02
dolomite        2         180   2.48E+00   4.95E+01  -5.40E+01   1.29E+02
dolomite        2         181   2.43E+00   3.69E+01  -5.53E+01   1.57E+02
dolomite        2         182   2.45E+00   3.18E+01  -6.50E+01   1.45E+02
dolomite        2         183   2.51E+00   4.12E+01  -6.64E+01   1.24E+02
dolomite        2         184   2.53E+00   4.35E+01  -5.21E+01   1.37E+02
dolomite        2         185   2.50E+00   4.16E+01  -5.93E+01   1.58E+02
dolomite        2         186   2.46E+00   3.46E+01  -5.26E+01   1.41E+02
dolomite        2         187   2.52E+00   3.16E+01  -6.55E+01   1.25E+02
dolomite        2         188   2.38E+00   3.78E+01  -6.12E+01   1.43E+02
dolomite        2         189   2.44E+00   4.37E+01  -5.04E+01   1.41E+02
dolomite        2         190   2.53E+00   4.13E+01  -6.84E+01   1.45E+02
dolomite        2         191   2.48E+00   3.26E+01  -5.18E+01   1.57E+02
dolomite        2         192   2.57E+00   4.49E+01  -6.59E+01   1.68E+02
dolomite        2         193   2.45E+00   4.07E+01  -5.97E+01   9.78E+01
dolomite        2         194   2.47E+00   3.90E+01  -6.12E+01   1.33E+02
dolomite        2         195   2.34E+00   4.35E+01  -5.82E+01   1.66E+02
dolomite        2         196   2.46E+00   3.30E+01  -6.03E+01   1.40E+02
dolomite        2         197   2.58E+00   3.57E+01  -5.94E+01   1.12E+02
dolomite        2         198   2.48E+00   3.48E+01  -5.37E+01   1.25E+02
dolomite        2         199   2.50E+00   4.07E+01  -6.15E+01   1.37E+02
conglomerate    4         200   2.39E+00   2.01E+01  -4.05E+01   1.09E+02
conglomerate    4         201   2.40E+00   1.98E+01  -3.97E+01   1.10E+02
conglomerate    4         202   2.24E+00   1.96E+01  -4.04E+01   1.11E+02
conglomerate    4         203   2.31E+00   2.01E+01  -3.96E+01   1.09E+02
conglomerate    4         204   2.29E+00   2.04E+01  -3.92E+01   1.10E+02
conglomerate    4         205   2.35E+00   2.00E+01  -3.87E+01   1.10E+02
conglomerate    4         206   2.25E+00   1.99E+01  -4.04E+01   1.09E+02
conglomerate    4         207   2.27E+00   2.01E+01  -4.00E+01   1.10E+02
conglomerate    4         208   2.28E+00   2.02E+01  -4.02E+01   1.11E+02
conglomerate    4         209   2.33E+00   2.01E+01  -3.96E+01   1.11E+02
conglomerate    4         210   2.30E+00   2.00E+01  -4.01E+01   1.09E+02
conglomerate    4         211   2.29E+00   1.96E+01  -3.98E+01   1.07E+02
conglomerate    4         212   2.28E+00   2.01E+01  -4.00E+01   1.10E+02
conglomerate    4         213   2.19E+00   1.99E+01  -4.04E+01   1.11E+02
conglomerate    4         214   2.30E+00   2.02E+01  -4.03E+01   1.11E+02
conglomerate    4         215   2.35E+00   1.97E+01  -4.00E+01   1.13E+02
conglomerate    4         216   2.25E+00   2.02E+01  -3.92E+01   1.08E+02
conglomerate    4         217   2.31E+00   2.02E+01  -3.99E+01   1.11E+02
conglomerate    4         218   2.33E+00   2.02E+01  -3.99E+01   1.11E+02
conglomerate    4         219   2.36E+00   2.03E+01  -3.98E+01   1.11E+02
conglomerate    4         220   2.30E+00   1.98E+01  -3.98E+01   1.10E+02
conglomerate    4         221   2.25E+00   2.01E+01  -4.04E+01   1.13E+02
conglomerate    4         222   2.28E+00   2.01E+01  -4.05E+01   1.11E+02
conglomerate    4         223   2.29E+00   2.03E+01  -4.01E+01   1.10E+02
conglomerate    4         224   2.35E+00   2.01E+01  -4.00E+01   1.11E+02
conglomerate    4         225   2.30E+00   1.98E+01  -4.03E+01   1.09E+02
conglomerate    4         226   2.29E+00   1.99E+01  -3.98E+01   1.09E+02
conglomerate    4         227   2.29E+00   1.99E+01  -3.99E+01   1.11E+02
conglomerate    4         228   2.19E+00   2.02E+01  -3.98E+01   1.11E+02
conglomerate    4         229   2.30E+00   2.00E+01  -3.99E+01   1.09E+02
conglomerate    4         230   2.29E+00   2.01E+01  -4.01E+01   1.09E+02
conglomerate    4         231   2.27E+00   1.99E+01  -4.00E+01   1.10E+02
conglomerate    4         232   2.28E+00   2.01E+01  -3.91E+01   1.10E+02
conglomerate    4         233   2.33E+00   1.98E+01  -4.01E+01   1.11E+02
conglomerate    4         234   2.27E+00   1.97E+01  -4.07E+01   1.08E+02
conglomerate    4         235   2.35E+00   1.98E+01  -3.94E+01   1.09E+02
conglomerate    4         236   2.29E+00   2.01E+01  -3.98E+01   1.12E+02
conglomerate    4         237   2.35E+00   1.98E+01  -3.98E+01   1.09E+02
conglomerate    4         238   2.30E+00   2.00E+01  -4.04E+01   1.10E+02
conglomerate    4         239   2.26E+00   2.01E+01  -3.98E+01   1.11E+02
conglomerate    4         240   2.31E+00   1.97E+01  -3.99E+01   1.09E+02
conglomerate    4         241   2.27E+00   1.99E+01  -3.95E+01   1.11E+02
conglomerate    4         242   2.31E+00   2.03E+01  -4.09E+01   1.11E+02
conglomerate    4         243   2.28E+00   2.03E+01  -3.95E+01   1.08E+02
conglomerate    4         244   2.28E+00   1.99E+01  -3.98E+01   1.12E+02
conglomerate    4         245   2.40E+00   2.03E+01  -3.99E+01   1.12E+02
conglomerate    4         246   2.36E+00   2.01E+01  -4.00E+01   1.10E+02
conglomerate    4         247   2.37E+00   1.97E+01  -4.07E+01   1.10E+02
conglomerate    4         248   2.32E+00   2.04E+01  -4.00E+01   1.09E+02
conglomerate    4         249   2.30E+00   2.01E+01  -4.01E+01   1.10E+02
conglomerate    4         250   2.29E+00   1.99E+01  -3.93E+01   1.09E+02
conglomerate    4         251   2.34E+00   1.97E+01  -4.04E+01   1.11E+02
conglomerate    4         252   2.37E+00   2.02E+01  -4.01E+01   1.11E+02
conglomerate    4         253   2.37E+00   1.96E+01  -3.99E+01   1.10E+02
conglomerate    4         254   2.37E+00   2.01E+01  -4.05E+01   1.10E+02
conglomerate    4         255   2.26E+00   2.02E+01  -3.95E+01   1.11E+02
conglomerate    4         256   2.33E+00   2.01E+01  -3.99E+01   1.09E+02
conglomerate    4         257   2.29E+00   2.00E+01  -3.96E+01   1.10E+02
conglomerate    4         258   2.24E+00   2.01E+01  -4.03E+01   1.09E+02
conglomerate    4         259   2.23E+00   2.01E+01  -3.99E+01   1.10E+02
conglomerate    4         260   2.29E+00   2.02E+01  -4.02E+01   1.09E+02
conglomerate    4         261   2.21E+00   2.02E+01  -3.90E+01   1.12E+02
conglomerate    4         262   2.33E+00   2.05E+01  -4.01E+01   1.09E+02
conglomerate    4         263   2.32E+00   2.00E+01  -4.00E+01   1.11E+02
conglomerate    4         264   2.23E+00   2.00E+01  -4.09E+01   1.10E+02
conglomerate    4         265   2.28E+00   1.99E+01  -4.02E+01   1.10E+02
conglomerate    4         266   2.31E+00   1.98E+01  -4.05E+01   1.11E+02
conglomerate    4         267   2.22E+00   2.01E+01  -3.97E+01   1.09E+02
conglomerate    4         268   2.28E+00   2.00E+01  -3.94E+01   1.11E+02
conglomerate    4         269   2.30E+00   2.00E+01  -4.01E+01   1.09E+02
conglomerate    4         270   2.30E+00   1.97E+01  -3.95E+01   1.09E+02
conglomerate    4         271   2.25E+00   1.98E+01  -3.99E+01   1.09E+02
conglomerate    4         272   2.28E+00   2.02E+01  -3.97E+01   1.10E+02
conglomerate    4         273   2.21E+00   1.99E+01  -3.99E+01   1.12E+02
conglomerate    4         274   2.30E+00   2.02E+01  -3.97E+01   1.11E+02
conglomerate    4         275   2.35E+00   1.99E+01  -3.98E+01   1.12E+02
conglomerate    4         276   2.34E+00   1.98E+01  -3.99E+01   1.11E+02
conglomerate    4         277   2.35E+00   2.01E+01  -4.02E+01   1.10E+02
conglomerate    4         278   2.43E+00   2.00E+01  -4.08E+01   1.10E+02
conglomerate    4         279   2.27E+00   2.00E+01  -3.96E+01   1.10E+02
conglomerate    4         280   2.29E+00   2.02E+01  -4.07E+01   1.12E+02
conglomerate    4         281   2.31E+00   2.03E+01  -4.04E+01   1.10E+02
conglomerate    4         282   2.35E+00   2.00E+01  -4.00E+01   1.09E+02
conglomerate    4         283   2.31E+00   2.01E+01  -4.00E+01   1.10E+02
conglomerate    4         284   2.36E+00   1.96E+01  -4.00E+01   1.11E+02
conglomerate    4         285   2.32E+00   2.04E+01  -4.10E+01   1.09E+02
conglomerate    4         286   2.33E+00   1.98E+01  -4.10E+01   1.11E+02
conglomerate    4         287   2.30E+00   1.97E+01  -3.98E+01   1.11E+02
conglomerate    4         288   2.32E+00   2.01E+01  -3.98E+01   1.10E+02
conglomerate    4         289   2.27E+00   1.98E+01  -4.05E+01   1.08E+02
conglomerate    4         290   2.41E+00   1.99E+01  -3.97E+01   1.10E+02
conglomerate    4         291   2.33E+00   2.05E+01  -4.08E+01   1.10E+02
conglomerate    4         292   2.21E+00   2.02E+01  -4.01E+01   1.08E+02
conglomerate    4         293   2.27E+00   2.00E+01  -4.08E+01   1.09E+02
conglomerate    4         294   2.28E+00   1.99E+01  -4.06E+01   1.12E+02
conglomerate    4         295   2.36E+00   2.02E+01  -3.99E+01   1.11E+02
conglomerate    4         296   2.34E+00   2.00E+01  -4.02E+01   1.10E+02
conglomerate    4         297   2.28E+00   1.98E+01  -3.95E+01   1.10E+02
conglomerate    4         298   2.27E+00   2.00E+01  -4.03E+01   1.10E+02
conglomerate    4         299   2.35E+00   1.97E+01  -4.00E+01   1.11E+02
conglomerate    4         300   2.24E+00   1.97E+01  -4.03E+01   1.11E+02
conglomerate    4         301   2.35E+00   1.99E+01  -4.09E+01   1.10E+02
conglomerate    4         302   2.27E+00   2.02E+01  -4.04E+01   1.09E+02
conglomerate    4         303   2.37E+00   1.98E+01  -3.97E+01   1.10E+02
conglomerate    4         304   2.25E+00   1.99E+01  -4.07E+01   1.10E+02
conglomerate    4         305   2.31E+00   2.02E+01  -3.97E+01   1.10E+02
conglomerate    4         306   2.28E+00   2.02E+01  -4.05E+01   1.11E+02
conglomerate    4         307   2.24E+00   1.98E+01  -4.01E+01   1.12E+02
conglomerate    4         308   2.31E+00   1.98E+01  -4.05E+01   1.09E+02
conglomerate    4         309   2.24E+00   1.96E+01  -3.95E+01   1.12E+02
conglomerate    4         310   2.36E+00   2.00E+01  -4.09E+01   1.07E+02
conglomerate    4         311   2.27E+00   2.02E+01  -3.99E+01   1.11E+02
conglomerate    4         312   2.26E+00   1.99E+01  -3.91E+01   1.10E+02
conglomerate    4         313   2.33E+00   2.02E+01  -3.92E+01   1.12E+02
conglomerate    4         314   2.34E+00   1.99E+01  -3.93E+01   1.08E+02
conglomerate    4         315   2.29E+00   1.98E+01  -3.92E+01   1.08E+02
conglomerate    4         316   2.36E+00   1.97E+01  -3.96E+01   1.09E+02
conglomerate    4         317   2.36E+00   1.99E+01  -3.99E+01   1.09E+02
conglomerate    4         318   2.26E+00   2.03E+01  -3.95E+01   1.10E+02
conglomerate    4         319   2.29E+00   2.02E+01  -4.05E+01   1.11E+02
conglomerate    4         320   2.38E+00   1.97E+01  -3.99E+01   1.12E+02
conglomerate    4         321   2.32E+00   2.01E+01  -4.02E+01   1.10E+02
conglomerate    4         322   2.16E+00   1.95E+01  -3.99E+01   1.10E+02
conglomerate    4         323   2.33E+00   2.00E+01  -4.04E+01   1.12E+02
conglomerate    4         324   2.38E+00   2.02E+01  -4.01E+01   1.10E+02
conglomerate    4         325   2.29E+00   1.99E+01  -3.99E+01   1.13E+02
conglomerate    4         326   2.30E+00   2.02E+01  -4.09E+01   1.10E+02
conglomerate    4         327   2.31E+00   1.98E+01  -4.03E+01   1.09E+02
conglomerate    4         328   2.25E+00   2.03E+01  -3.99E+01   1.12E+02
conglomerate    4         329   2.28E+00   2.02E+01  -4.03E+01   1.10E+02
conglomerate    4         330   2.29E+00   1.98E+01  -3.86E+01   1.08E+02
conglomerate    4         331   2.34E+00   2.00E+01  -4.02E+01   1.09E+02
conglomerate    4         332   2.33E+00   2.00E+01  -3.96E+01   1.09E+02
conglomerate    4         333   2.20E+00   2.02E+01  -4.00E+01   1.10E+02
conglomerate    4         334   2.34E+00   2.01E+01  -4.01E+01   1.09E+02
conglomerate    4         335   2.24E+00   1.99E+01  -3.98E+01   1.13E+02
conglomerate    4         336   2.20E+00   1.96E+01  -3.94E+01   1.11E+02
conglomerate    4         337   2.35E+00   1.99E+01  -3.96E+01   1.10E+02
conglomerate    4         338   2.30E+00   1.98E+01  -3.97E+01   1.09E+02
conglomerate    4         339   2.15E+00   2.03E+01  -4.11E+01   1.11E+02
conglomerate    4         340   2.31E+00   1.98E+01  -4.04E+01   1.11E+02
conglomerate    4         341   2.24E+00   1.99E+01  -4.02E+01   1.10E+02
conglomerate    4         342   2.34E+00   2.03E+01  -4.05E+01   1.09E+02
conglomerate    4         343   2.40E+00   1.99E+01  -3.97E+01   1.10E+02
conglomerate    4         344   2.30E+00   2.01E+01  -4.03E+01   1.10E+02
conglomerate    4         345   2.34E+00   2.00E+01  -3.98E+01   1.11E+02
conglomerate    4         346   2.37E+00   2.00E+01  -3.95E+01   1.08E+02
conglomerate    4         347   2.20E+00   2.00E+01  -3.93E+01   1.09E+02
conglomerate    4         348   2.26E+00   1.97E+01  -4.03E+01   1.10E+02
conglomerate    4         349   2.25E+00   1.99E+01  -4.00E+01   1.09E+02
conglomerate    4         350   2.24E+00   2.02E+01  -3.92E+01   1.09E+02
conglomerate    4         351   2.30E+00   1.98E+01  -4.04E+01   1.10E+02
conglomerate    4         352   2.37E+00   2.00E+01  -3.99E+01   1.11E+02
conglomerate    4         353   2.41E+00   1.99E+01  -4.04E+01   1.08E+02
conglomerate    4         354   2.31E+00   1.99E+01  -4.00E+01   1.10E+02
conglomerate    4         355   2.36E+00   2.01E+01  -4.02E+01   1.10E+02
conglomerate    4         356   2.40E+00   1.97E+01  -3.98E+01   1.12E+02
conglomerate    4         357   2.36E+00   1.97E+01  -3.99E+01   1.12E+02
conglomerate    4         358   2.34E+00   1.99E+01  -3.96E+01   1.09E+02
conglomerate    4         359   2.24E+00   2.02E+01  -4.02E+01   1.10E+02
conglomerate    4         360   2.36E+00   2.01E+01  -3.96E+01   1.11E+02
conglomerate    4         361   2.29E+00   2.00E+01  -4.00E+01   1.09E+02
conglomerate    4         362   2.45E+00   2.02E+01  -4.00E+01   1.10E+02
conglomerate    4         363   2.26E+00   2.01E+01  -4.04E+01   1.10E+02
conglomerate    4         364   2.30E+00   1.96E+01  -4.07E+01   1.10E+02
conglomerate    4         365   2.33E+00   2.01E+01  -4.02E+01   1.11E+02
conglomerate    4         366   2.26E+00   2.02E+01  -4.06E+01   1.07E+02
