Litologia     codigo      prof  RHOB         GR        SP         DT
Shale2          1         134   2.52E+00   1.09E+02   7.02E+01   5.62E+02
Shale2          1         135   2.52E+00   1.11E+02   7.03E+01   5.42E+02
Shale2          1         136   2.52E+00   1.10E+02   7.09E+01   5.55E+02
Shale2          1         137   2.50E+00   1.10E+02   7.01E+01   5.56E+02
Shale2          1         138   2.50E+00   1.10E+02   7.01E+01   5.43E+02
Shale2          1         139   2.40E+00   1.10E+02   7.03E+01   5.61E+02
Shale2          1         140   2.39E+00   1.12E+02   7.08E+01   5.53E+02
Shale2          1         141   2.43E+00   1.12E+02   7.03E+01   5.49E+02
Shale2          1         142   2.49E+00   1.10E+02   6.93E+01   5.42E+02
Shale2          1         143   2.52E+00   1.11E+02   7.01E+01   5.62E+02
Shale2          1         144   2.48E+00   1.12E+02   7.08E+01   5.50E+02
Shale2          1         145   2.52E+00   1.12E+02   6.77E+01   5.52E+02
Shale2          1         146   2.43E+00   1.12E+02   6.84E+01   5.56E+02
Shale2          1         147   2.51E+00   1.10E+02   6.98E+01   5.47E+02
Shale2          1         148   2.47E+00   1.10E+02   7.05E+01   5.54E+02
Shale2          1         149   2.57E+00   1.10E+02   7.18E+01   5.48E+02
Shale2          1         150   2.51E+00   1.09E+02   7.01E+01   5.60E+02
Fault1        151         151   2.56E+00   1.04E+02   6.80E+01   5.95E+02
Fault1        151         152   2.51E+00   1.09E+02   7.58E+01   5.45E+02
Fault1        151         153   2.53E+00   1.20E+02   7.22E+01   5.79E+02
Fault1        151         154   2.46E+00   9.11E+01   6.97E+01   5.02E+02
Fault1        151         155   2.50E+00   8.18E+01   7.41E+01   4.37E+02
Fault1        151         156   2.67E+00   1.09E+02   7.23E+01   4.76E+02
Fault1        151         157   2.56E+00   9.38E+01   6.41E+01   5.62E+02
Fault1        151         158   2.54E+00   1.21E+02   4.86E+01   5.33E+02
Fault1        151         159   2.57E+00   1.19E+02   7.60E+01   5.43E+02
Fault1        151         160   2.57E+00   1.05E+02   7.79E+01   5.96E+02
Fault1        151         161   2.51E+00   9.35E+01   6.52E+01   5.30E+02
Fault1        151         162   2.50E+00   1.29E+02   7.86E+01   4.08E+02
Fault1        151         163   2.52E+00   1.00E+02   7.59E+01   4.93E+02
Fault1        151         164   2.59E+00   1.17E+02   5.98E+01   4.07E+02
Fault1        151         165   2.63E+00   1.14E+02   7.47E+01   4.63E+02
Fault1        151         166   2.59E+00   1.15E+02   6.57E+01   5.55E+02
Fault1        151         167   2.50E+00   9.22E+01   7.16E+01   4.36E+02
Fault1        151         168   2.50E+00   1.01E+02   6.99E+01   5.11E+02
Fault1        151         169   2.54E+00   1.09E+02   7.25E+01   5.67E+02
Fault1        151         170   2.49E+00   9.08E+01   6.03E+01   4.62E+02
Fault1        151         171   2.62E+00   1.14E+02   6.14E+01   4.34E+02
Fault1        151         172   2.53E+00   1.17E+02   6.44E+01   4.73E+02
Fault1        151         173   2.56E+00   9.31E+01   8.11E+01   4.41E+02
Fault1        151         174   2.55E+00   1.10E+02   5.64E+01   4.73E+02
Fault1        151         175   2.47E+00   9.87E+01   6.98E+01   4.99E+02
Fault1        151         176   2.52E+00   9.56E+01   6.00E+01   5.19E+02
Fault1        151         177   2.57E+00   8.76E+01   7.17E+01   4.40E+02
Fault1        151         178   2.67E+00   8.88E+01   6.16E+01   4.49E+02
Fault1        151         179   2.50E+00   9.39E+01   6.92E+01   5.10E+02
Fault1        151         180   2.52E+00   1.23E+02   6.30E+01   4.33E+02
Fault1        151         181   2.48E+00   9.14E+01   6.45E+01   5.25E+02
Fault1        151         182   2.50E+00   7.86E+01   7.58E+01   4.79E+02
Fault1        151         183   2.56E+00   1.01E+02   7.74E+01   4.08E+02
Fault1        151         184   2.58E+00   1.07E+02   6.08E+01   4.50E+02
Fault1        151         185   2.55E+00   1.02E+02   6.92E+01   5.15E+02
Fault1        151         186   2.51E+00   8.43E+01   6.13E+01   4.57E+02
Fault1        151         187   2.57E+00   7.67E+01   7.64E+01   4.05E+02
Fault1        151         188   2.43E+00   9.13E+01   7.14E+01   4.58E+02
Fault1        151         189   2.49E+00   1.05E+02   5.88E+01   4.51E+02
Fault1        151         190   2.59E+00   9.90E+01   7.98E+01   4.60E+02
Fault1        151         191   2.54E+00   7.79E+01   6.04E+01   4.96E+02
Fault1        151         192   2.64E+00   1.07E+02   7.69E+01   5.27E+02
Fault1        151         193   2.51E+00   9.67E+01   6.96E+01   3.05E+02
Fault1        151         194   2.53E+00   9.23E+01   7.14E+01   4.14E+02
Fault1        151         195   2.41E+00   1.03E+02   6.79E+01   5.11E+02
Fault1        151         196   2.53E+00   7.74E+01   7.03E+01   4.31E+02
Fault1        151         197   2.66E+00   8.34E+01   6.93E+01   3.42E+02
Fault1        151         198   2.55E+00   8.10E+01   6.26E+01   3.79E+02
Fault1        151         199   2.58E+00   9.44E+01   7.18E+01   4.15E+02
Fault1        151         200   2.68E+00   9.52E+01   7.79E+01   3.72E+02
Fault2        152         201   2.69E+00   8.28E+01   6.39E+01   4.17E+02
Fault2        152         202   2.51E+00   7.19E+01   7.73E+01   4.50E+02
Fault2        152         203   2.59E+00   9.56E+01   6.28E+01   3.69E+02
Fault2        152         204   2.57E+00   1.09E+02   5.57E+01   4.16E+02
Fault2        152         205   2.64E+00   9.27E+01   4.74E+01   4.22E+02
Fault2        152         206   2.52E+00   8.42E+01   7.68E+01   3.80E+02
Fault2        152         207   2.55E+00   9.33E+01   7.07E+01   4.21E+02
Fault2        152         208   2.57E+00   9.66E+01   7.34E+01   4.28E+02
Fault2        152         209   2.63E+00   9.49E+01   6.31E+01   4.59E+02
Fault2        152         210   2.59E+00   8.88E+01   7.26E+01   3.67E+02
Fault2        152         211   2.58E+00   6.94E+01   6.68E+01   3.04E+02
Fault2        152         212   2.57E+00   9.08E+01   6.95E+01   3.94E+02
Fault2        152         213   2.47E+00   8.55E+01   7.72E+01   4.42E+02
Fault2        152         214   2.60E+00   9.73E+01   7.52E+01   4.43E+02
Fault2        152         215   2.66E+00   7.62E+01   7.05E+01   4.86E+02
Fault2        152         216   2.54E+00   9.62E+01   5.66E+01   3.30E+02
Fault2        152         217   2.61E+00   9.68E+01   6.90E+01   4.21E+02
Fault2        152         218   2.63E+00   9.57E+01   6.80E+01   4.10E+02
Fault2        152         219   2.67E+00   9.67E+01   6.64E+01   4.10E+02
Fault2        152         220   2.61E+00   7.61E+01   6.64E+01   3.72E+02
Fault2        152         221   2.55E+00   8.99E+01   7.74E+01   4.64E+02
Fault2        152         222   2.58E+00   9.07E+01   7.83E+01   3.97E+02
Fault2        152         223   2.59E+00   9.62E+01   7.15E+01   3.61E+02
Fault2        152         224   2.67E+00   8.63E+01   6.98E+01   4.08E+02
Fault2        152         225   2.61E+00   7.68E+01   7.46E+01   3.16E+02
Fault2        152         226   2.61E+00   8.06E+01   6.67E+01   3.23E+02
Fault2        152         227   2.60E+00   8.00E+01   6.75E+01   4.05E+02
Fault2        152         228   2.49E+00   9.30E+01   6.68E+01   4.03E+02
Fault2        152         229   2.62E+00   8.42E+01   6.84E+01   3.08E+02
Fault2        152         230   2.60E+00   8.45E+01   7.10E+01   3.04E+02
Fault2        152         231   2.59E+00   7.80E+01   6.97E+01   3.57E+02
Fault2        152         232   2.60E+00   8.65E+01   5.43E+01   3.37E+02
Fault2        152         233   2.66E+00   7.12E+01   7.16E+01   3.90E+02
Fault2        152         234   2.59E+00   6.95E+01   8.30E+01   2.94E+02
Fault2        152         235   2.68E+00   7.18E+01   5.98E+01   2.94E+02
Fault2        152         236   2.61E+00   8.56E+01   6.69E+01   3.91E+02
Fault2        152         237   2.69E+00   7.26E+01   6.73E+01   3.01E+02
Fault2        152         238   2.63E+00   7.98E+01   7.77E+01   3.37E+02
Fault2        152         239   2.59E+00   8.08E+01   6.70E+01   3.64E+02
Fault2        152         240   2.65E+00   6.58E+01   6.88E+01   2.86E+02
Fault2        152         241   2.60E+00   7.53E+01   6.16E+01   3.40E+02
Fault2        152         242   2.64E+00   8.81E+01   8.53E+01   3.42E+02
Fault2        152         243   2.62E+00   8.72E+01   6.13E+01   2.75E+02
Fault2        152         244   2.62E+00   7.24E+01   6.68E+01   3.86E+02
Fault2        152         245   2.75E+00   8.89E+01   6.79E+01   3.81E+02
Fault2        152         246   2.71E+00   7.91E+01   7.08E+01   3.05E+02
Fault2        152         247   2.72E+00   6.50E+01   8.14E+01   3.00E+02
Fault2        152         248   2.67E+00   9.15E+01   6.94E+01   2.76E+02
Fault2        152         249   2.65E+00   7.79E+01   7.22E+01   3.03E+02
Fault2        152         250   2.64E+00   7.13E+01   5.73E+01   2.62E+02
Fault3        153         251   2.69E+00   6.39E+01   7.73E+01   3.24E+02
Fault3        153         252   2.73E+00   8.24E+01   7.15E+01   3.29E+02
Fault3        153         253   2.73E+00   5.75E+01   6.82E+01   3.04E+02
Fault3        153         254   2.73E+00   7.86E+01   7.96E+01   3.02E+02
Fault3        153         255   2.61E+00   8.01E+01   6.17E+01   3.14E+02
Fault3        153         256   2.69E+00   7.82E+01   6.79E+01   2.61E+02
Fault3        153         257   2.65E+00   7.09E+01   6.28E+01   2.86E+02
Fault3        153         258   2.59E+00   7.74E+01   7.46E+01   2.49E+02
Fault3        153         259   2.58E+00   7.67E+01   6.87E+01   2.73E+02
Fault3        153         260   2.66E+00   7.69E+01   7.43E+01   2.64E+02
Fault3        153         261   2.56E+00   7.86E+01   5.32E+01   3.28E+02
Fault3        153         262   2.70E+00   8.82E+01   7.16E+01   2.39E+02
Fault3        153         263   2.70E+00   7.06E+01   7.00E+01   3.07E+02
Fault3        153         264   2.59E+00   7.15E+01   8.59E+01   2.62E+02
Fault3        153         265   2.65E+00   6.77E+01   7.31E+01   2.77E+02
Fault3        153         266   2.68E+00   6.09E+01   7.94E+01   2.94E+02
Fault3        153         267   2.58E+00   7.38E+01   6.43E+01   2.39E+02
Fault3        153         268   2.66E+00   6.92E+01   6.00E+01   2.73E+02
Fault3        153         269   2.68E+00   6.71E+01   7.23E+01   2.41E+02
Fault3        153         270   2.68E+00   5.94E+01   6.05E+01   2.35E+02
Fault3        153         271   2.62E+00   6.11E+01   6.87E+01   2.39E+02
Fault3        153         272   2.66E+00   7.48E+01   6.39E+01   2.46E+02
Fault3        153         273   2.57E+00   6.51E+01   6.79E+01   2.89E+02
Fault3        153         274   2.68E+00   7.36E+01   6.53E+01   2.70E+02
Fault3        153         275   2.74E+00   6.15E+01   6.66E+01   2.80E+02
Fault3        153         276   2.74E+00   5.79E+01   6.84E+01   2.68E+02
Fault3        153         277   2.74E+00   6.81E+01   7.42E+01   2.40E+02
Fault3        153         278   2.84E+00   6.43E+01   8.39E+01   2.24E+02
Fault3        153         279   2.66E+00   6.40E+01   6.36E+01   2.40E+02
Fault3        153         280   2.69E+00   7.10E+01   8.23E+01   2.77E+02
Fault3        153         281   2.71E+00   7.23E+01   7.69E+01   2.26E+02
Fault3        153         282   2.75E+00   6.33E+01   6.99E+01   2.10E+02
Fault3        153         283   2.71E+00   6.56E+01   7.04E+01   2.29E+02
Fault3        153         284   2.77E+00   5.00E+01   7.07E+01   2.48E+02
Fault3        153         285   2.73E+00   7.42E+01   8.69E+01   1.98E+02
Fault3        153         286   2.74E+00   5.76E+01   8.73E+01   2.23E+02
Fault3        153         287   2.70E+00   5.20E+01   6.64E+01   2.22E+02
Fault3        153         288   2.73E+00   6.32E+01   6.66E+01   2.03E+02
Fault3        153         289   2.67E+00   5.46E+01   7.87E+01   1.66E+02
Fault3        153         290   2.84E+00   5.84E+01   6.40E+01   1.95E+02
Fault3        153         291   2.74E+00   7.50E+01   8.31E+01   2.06E+02
Fault3        153         292   2.61E+00   6.75E+01   7.24E+01   1.70E+02
Fault3        153         293   2.68E+00   5.90E+01   8.48E+01   1.86E+02
Fault3        153         294   2.69E+00   5.67E+01   8.13E+01   2.22E+02
Fault3        153         295   2.78E+00   6.50E+01   6.87E+01   2.07E+02
Fault3        153         296   2.76E+00   5.75E+01   7.36E+01   1.85E+02
Fault3        153         297   2.69E+00   5.16E+01   6.07E+01   1.81E+02
Fault3        153         298   2.69E+00   5.76E+01   7.51E+01   1.81E+02
Fault3        153         299   2.78E+00   4.92E+01   7.05E+01   2.02E+02
Fault3        153         300   2.66E+00   4.86E+01   7.53E+01   1.87E+02
Fault4        154         301   2.78E+00   5.40E+01   8.64E+01   1.73E+02
Fault4        154         302   2.70E+00   6.26E+01   7.79E+01   1.64E+02
Fault4        154         303   2.81E+00   5.22E+01   6.56E+01   1.76E+02
Fault4        154         304   2.67E+00   5.21E+01   8.30E+01   1.66E+02
Fault4        154         305   2.74E+00   6.26E+01   6.52E+01   1.73E+02
Fault4        154         306   2.71E+00   6.17E+01   7.91E+01   1.74E+02
Fault4        154         307   2.66E+00   5.08E+01   7.22E+01   1.90E+02
Fault4        154         308   2.75E+00   4.85E+01   7.83E+01   1.38E+02
Fault4        154         309   2.67E+00   4.26E+01   6.12E+01   1.87E+02
Fault4        154         310   2.81E+00   5.34E+01   8.60E+01   1.17E+02
Fault4        154         311   2.70E+00   5.88E+01   6.81E+01   1.61E+02
Fault4        154         312   2.70E+00   5.04E+01   5.40E+01   1.52E+02
Fault4        154         313   2.77E+00   5.77E+01   5.68E+01   1.71E+02
Fault4        154         314   2.80E+00   5.11E+01   5.79E+01   1.16E+02
Fault4        154         315   2.73E+00   4.66E+01   5.60E+01   1.20E+02
Fault4        154         316   2.83E+00   4.44E+01   6.22E+01   1.31E+02
Fault4        154         317   2.82E+00   4.82E+01   6.80E+01   1.29E+02
Fault4        154         318   2.71E+00   5.81E+01   6.19E+01   1.32E+02
Fault4        154         319   2.74E+00   5.69E+01   7.96E+01   1.43E+02
Fault4        154         320   2.85E+00   4.42E+01   6.82E+01   1.58E+02
Fault4        154         321   2.79E+00   5.24E+01   7.28E+01   1.31E+02
Fault4        154         322   2.59E+00   3.78E+01   6.82E+01   1.21E+02
Fault4        154         323   2.80E+00   4.85E+01   7.67E+01   1.49E+02
Fault4        154         324   2.86E+00   5.49E+01   7.12E+01   1.17E+02
Fault4        154         325   2.75E+00   4.70E+01   6.89E+01   1.44E+02
Fault4        154         326   2.76E+00   5.35E+01   8.58E+01   1.17E+02
Fault4        154         327   2.78E+00   4.24E+01   7.50E+01   1.06E+02
Fault4        154         328   2.71E+00   5.41E+01   6.84E+01   1.31E+02
Fault4        154         329   2.75E+00   5.13E+01   7.50E+01   1.11E+02
Fault4        154         330   2.75E+00   4.29E+01   4.56E+01   8.92E+01
Fault4        154         331   2.81E+00   4.62E+01   7.37E+01   9.25E+01
Fault4        154         332   2.80E+00   4.69E+01   6.34E+01   9.34E+01
Fault4        154         333   2.66E+00   5.00E+01   7.03E+01   9.86E+01
Fault4        154         334   2.83E+00   4.84E+01   7.24E+01   8.54E+01
Fault4        154         335   2.70E+00   4.24E+01   6.73E+01   1.21E+02
Fault4        154         336   2.65E+00   3.51E+01   6.03E+01   9.58E+01
Fault4        154         337   2.84E+00   4.32E+01   6.37E+01   8.36E+01
Fault4        154         338   2.78E+00   3.93E+01   6.42E+01   7.52E+01
Fault4        154         339   2.60E+00   5.01E+01   8.97E+01   9.02E+01
Fault4        154         340   2.79E+00   3.98E+01   7.77E+01   8.42E+01
Fault4        154         341   2.71E+00   4.15E+01   7.43E+01   7.41E+01
Fault4        154         342   2.83E+00   4.87E+01   7.95E+01   7.14E+01
Fault4        154         343   2.91E+00   4.04E+01   6.51E+01   7.51E+01
Fault4        154         344   2.79E+00   4.35E+01   7.58E+01   6.84E+01
Fault4        154         345   2.84E+00   4.26E+01   6.72E+01   7.65E+01
Fault4        154         346   2.88E+00   4.20E+01   6.08E+01   5.52E+01
Fault4        154         347   2.68E+00   4.03E+01   5.77E+01   5.44E+01
Fault4        154         348   2.75E+00   3.49E+01   7.45E+01   6.02E+01
Fault4        154         349   2.74E+00   3.76E+01   6.95E+01   5.08E+01
Fault4        154         350   2.72E+00   4.40E+01   5.53E+01   4.92E+01
Crystalline     5         351   2.81E+00   3.51E+01   7.65E+01   5.27E+01
Crystalline     5         352   2.88E+00   3.97E+01   6.78E+01   5.87E+01
Crystalline     5         353   2.93E+00   3.82E+01   7.66E+01   4.28E+01
Crystalline     5         354   2.82E+00   3.70E+01   7.04E+01   5.72E+01
Crystalline     5         355   2.87E+00   4.16E+01   7.35E+01   5.44E+01
Crystalline     5         356   2.93E+00   3.47E+01   6.66E+01   6.38E+01
Crystalline     5         357   2.87E+00   3.45E+01   6.88E+01   6.35E+01
Crystalline     5         358   2.85E+00   3.85E+01   6.34E+01   5.18E+01
Crystalline     5         359   2.73E+00   4.37E+01   7.29E+01   5.33E+01
Crystalline     5         360   2.88E+00   4.24E+01   6.23E+01   6.24E+01
Crystalline     5         361   2.78E+00   3.99E+01   7.03E+01   5.05E+01
Crystalline     5         362   2.99E+00   4.47E+01   7.03E+01   5.40E+01
Crystalline     5         363   2.75E+00   4.17E+01   7.68E+01   5.31E+01
Crystalline     5         364   2.80E+00   3.15E+01   8.24E+01   5.31E+01
Crystalline     5         365   2.84E+00   4.14E+01   7.34E+01   5.80E+01
Crystalline     5         366   2.75E+00   4.41E+01   7.97E+01   4.16E+01
Crystalline     5         367   2.79E+00   4.57E+01   7.22E+01   5.87E+01
Crystalline     5         368   2.86E+00   3.75E+01   5.95E+01   4.97E+01
Crystalline     5         369   3.00E+00   4.11E+01   6.40E+01   5.60E+01
Crystalline     5         370   2.99E+00   3.72E+01   6.93E+01   5.28E+01
Crystalline     5         371   2.72E+00   3.51E+01   7.49E+01   4.69E+01
Crystalline     5         372   2.74E+00   4.00E+01   6.99E+01   5.18E+01
Crystalline     5         373   2.79E+00   3.97E+01   6.74E+01   6.14E+01
