Lithology       Code      Dept  RHOB         GR        SP         DT
dolomite        2          64   2.49E+00   4.17E+01  -4.72E+01   1.13E+02
dolomite        2          65   2.48E+00   4.39E+01  -5.55E+01   1.23E+02
dolomite        2          66   2.49E+00   4.45E+01  -6.62E+01   1.47E+02
dolomite        2          67   2.45E+00   4.08E+01  -6.06E+01   1.32E+02
dolomite        2          68   2.56E+00   4.09E+01  -5.27E+01   1.51E+02
dolomite        2          69   2.43E+00   4.00E+01  -6.81E+01   1.42E+02
dolomite        2          70   2.51E+00   4.24E+01  -6.72E+01   1.42E+02
dolomite        2          71   2.43E+00   3.64E+01  -6.03E+01   1.44E+02
dolomite        2          72   2.48E+00   3.43E+01  -5.96E+01   1.41E+02
dolomite        2          73   2.52E+00   3.92E+01  -7.22E+01   1.44E+02
dolomite        2          74   2.50E+00   4.10E+01  -5.71E+01   1.34E+02
dolomite        2          75   2.45E+00   3.50E+01  -6.38E+01   1.49E+02
dolomite        2          76   2.47E+00   4.32E+01  -5.45E+01   1.45E+02
dolomite        2          77   2.52E+00   4.01E+01  -6.45E+01   1.33E+02
dolomite        2          78   2.48E+00   4.30E+01  -5.15E+01   1.42E+02
dolomite        2          79   2.51E+00   4.00E+01  -5.20E+01   1.27E+02
dolomite        2          80   2.55E+00   3.76E+01  -7.90E+01   1.51E+02
dolomite        2          81   2.44E+00   3.95E+01  -5.92E+01   1.77E+02
dolomite        2          82   2.49E+00   4.15E+01  -6.22E+01   1.44E+02
dolomite        2          83   2.56E+00   3.33E+01  -4.75E+01   1.35E+02
dolomite        2          84   2.44E+00   4.11E+01  -5.30E+01   1.22E+02
dolomite        2          85   2.52E+00   3.91E+01  -5.82E+01   1.39E+02
dolomite        2          86   2.43E+00   4.22E+01  -5.82E+01   1.59E+02
dolomite        2          87   2.56E+00   4.14E+01  -5.14E+01   1.27E+02
dolomite        2          88   2.55E+00   3.86E+01  -5.63E+01   1.38E+02
dolomite        2          89   2.49E+00   3.04E+01  -4.88E+01   1.14E+02
dolomite        2          90   2.40E+00   3.49E+01  -5.72E+01   1.36E+02
dolomite        2          91   2.41E+00   4.18E+01  -5.66E+01   1.50E+02
dolomite        2          92   2.51E+00   4.19E+01  -6.05E+01   1.24E+02
dolomite        2          93   2.34E+00   4.59E+01  -5.90E+01   1.42E+02
dolomite        2          94   2.53E+00   3.13E+01  -5.78E+01   1.47E+02
dolomite        2          95   2.48E+00   4.16E+01  -4.99E+01   1.77E+02
dolomite        2          96   2.56E+00   3.86E+01  -5.93E+01   1.44E+02
dolomite        2          97   2.55E+00   3.13E+01  -6.46E+01   1.43E+02
dolomite        2          98   2.46E+00   3.53E+01  -6.24E+01   1.50E+02
dolomite        2          99   2.56E+00   3.82E+01  -5.83E+01   1.30E+02
dolomite        2         100   2.54E+00   4.44E+01  -5.22E+01   1.21E+02
dolomite        2         101   2.49E+00   4.06E+01  -6.83E+01   1.51E+02
dolomite        2         102   2.52E+00   4.01E+01  -5.51E+01   1.46E+02
dolomite        2         103   2.53E+00   4.11E+01  -4.87E+01   1.48E+02
dolomite        2         104   2.51E+00   3.42E+01  -6.85E+01   1.40E+02
dolomite        2         105   2.52E+00   3.64E+01  -5.97E+01   1.07E+02
dolomite        2         106   2.47E+00   3.87E+01  -6.18E+01   1.63E+02
dolomite        2         107   2.52E+00   3.85E+01  -4.67E+01   1.43E+02
dolomite        2         108   2.48E+00   4.52E+01  -5.83E+01   1.53E+02
dolomite        2         109   2.51E+00   3.52E+01  -6.81E+01   1.56E+02
dolomite        2         110   2.47E+00   4.53E+01  -5.14E+01   1.28E+02
dolomite        2         111   2.47E+00   4.11E+01  -6.70E+01   1.41E+02
dolomite        2         112   2.55E+00   3.79E+01  -6.50E+01   1.52E+02
dolomite        2         113   2.52E+00   4.02E+01  -6.32E+01   1.49E+02
dolomite        2         114   2.43E+00   4.06E+01  -6.06E+01   1.35E+02
dolomite        2         115   2.51E+00   3.75E+01  -5.56E+01   1.61E+02
dolomite        2         116   2.46E+00   3.03E+01  -6.88E+01   1.75E+02
diabase         3         117   2.83E+00   3.15E+01   5.42E+00   5.51E+01
diabase         3         118   2.95E+00   3.08E+01   5.09E+00   5.19E+01
diabase         3         119   2.76E+00   2.91E+01   5.21E+00   4.43E+01
diabase         3         120   2.82E+00   3.30E+01   5.40E+00   5.09E+01
diabase         3         121   2.79E+00   3.34E+01   4.08E+00   4.36E+01
diabase         3         122   2.78E+00   3.24E+01   4.45E+00   6.18E+01
diabase         3         123   2.76E+00   3.00E+01   4.96E+00   5.06E+01
diabase         3         124   2.83E+00   3.19E+01   5.49E+00   4.81E+01
diabase         3         125   2.83E+00   3.27E+01   4.94E+00   4.35E+01
diabase         3         126   2.77E+00   3.44E+01   5.25E+00   4.75E+01
diabase         3         127   2.72E+00   3.03E+01   4.86E+00   5.31E+01
diabase         3         128   2.88E+00   2.97E+01   5.44E+00   4.93E+01
diabase         3         129   2.77E+00   3.19E+01   5.39E+00   6.26E+01
diabase         3         130   2.76E+00   3.02E+01   4.38E+00   5.56E+01
diabase         3         131   2.78E+00   2.91E+01   4.82E+00   4.37E+01
diabase         3         132   2.86E+00   2.67E+01   4.85E+00   4.37E+01
diabase         3         133   2.75E+00   3.36E+01   4.42E+00   5.45E+01
diabase         3         134   2.80E+00   2.89E+01   4.39E+00   5.72E+01
diabase         3         135   2.65E+00   2.85E+01   5.03E+00   5.66E+01
diabase         3         136   2.91E+00   2.89E+01   4.54E+00   4.51E+01
diabase         3         137   2.78E+00   2.31E+01   5.52E+00   5.74E+01
diabase         3         138   2.80E+00   2.65E+01   4.06E+00   3.84E+01
diabase         3         139   2.69E+00   2.66E+01   4.87E+00   5.10E+01
diabase         3         140   2.77E+00   2.59E+01   4.89E+00   4.73E+01
diabase         3         141   2.80E+00   3.58E+01   5.63E+00   5.18E+01
diabase         3         142   2.78E+00   3.32E+01   5.00E+00   4.82E+01
diabase         3         143   2.75E+00   3.05E+01   5.81E+00   4.71E+01
diabase         3         144   2.81E+00   2.55E+01   5.18E+00   5.26E+01
diabase         3         145   2.82E+00   3.69E+01   4.93E+00   5.25E+01
diabase         3         146   2.72E+00   3.31E+01   4.34E+00   5.10E+01
diabase         3         147   2.73E+00   3.41E+01   6.49E+00   4.92E+01
diabase         3         148   2.75E+00   3.34E+01   5.05E+00   4.42E+01
diabase         3         149   2.78E+00   2.87E+01   4.28E+00   4.93E+01
dolomite        2         150   2.50E+00   3.04E+01  -4.78E+01   1.40E+02
dolomite        2         151   2.62E+00   3.73E+01  -5.11E+01   1.32E+02
dolomite        2         152   2.61E+00   4.05E+01  -5.16E+01   1.50E+02
dolomite        2         153   2.57E+00   3.84E+01  -6.11E+01   1.42E+02
dolomite        2         154   2.44E+00   3.75E+01  -6.66E+01   1.52E+02
dolomite        2         155   2.39E+00   4.33E+01  -7.25E+01   1.23E+02
dolomite        2         156   2.45E+00   4.06E+01  -6.20E+01   1.58E+02
dolomite        2         157   2.47E+00   4.15E+01  -5.38E+01   1.22E+02
dolomite        2         158   2.43E+00   3.54E+01  -5.48E+01   1.61E+02
dolomite        2         159   2.53E+00   3.48E+01  -5.15E+01   1.63E+02
dolomite        2         160   2.45E+00   4.12E+01  -6.82E+01   1.72E+02
dolomite        2         161   2.46E+00   4.09E+01  -4.82E+01   1.36E+02
dolomite        2         162   2.52E+00   3.91E+01  -5.41E+01   1.17E+02
dolomite        2         163   2.53E+00   4.15E+01  -5.20E+01   1.38E+02
dolomite        2         164   2.51E+00   3.46E+01  -6.33E+01   1.20E+02
dolomite        2         165   2.45E+00   3.22E+01  -5.11E+01   1.57E+02
dolomite        2         166   2.53E+00   4.39E+01  -6.63E+01   1.61E+02
dolomite        2         167   2.63E+00   3.82E+01  -6.48E+01   1.50E+02
dolomite        2         168   2.42E+00   4.77E+01  -5.36E+01   1.30E+02
dolomite        2         169   2.49E+00   3.74E+01  -5.39E+01   1.42E+02
dolomite        2         170   2.53E+00   3.77E+01  -5.91E+01   1.44E+02
dolomite        2         171   2.45E+00   3.46E+01  -5.24E+01   1.14E+02
dolomite        2         172   2.54E+00   3.65E+01  -6.11E+01   1.52E+02
dolomite        2         173   2.52E+00   3.99E+01  -5.14E+01   1.55E+02
dolomite        2         174   2.43E+00   3.83E+01  -6.49E+01   1.31E+02
dolomite        2         175   2.53E+00   2.77E+01  -6.03E+01   1.44E+02
dolomite        2         176   2.49E+00   3.62E+01  -5.60E+01   1.56E+02
dolomite        2         177   2.44E+00   4.51E+01  -6.82E+01   1.86E+02
dolomite        2         178   2.45E+00   4.43E+01  -7.35E+01   1.67E+02
dolomite        2         179   2.38E+00   3.77E+01  -5.86E+01   1.75E+02
dolomite        2         180   2.60E+00   3.24E+01  -5.92E+01   1.38E+02
dolomite        2         181   2.48E+00   4.01E+01  -5.64E+01   1.16E+02
dolomite        2         182   2.43E+00   3.86E+01  -7.33E+01   1.36E+02
dolomite        2         183   2.55E+00   5.10E+01  -6.25E+01   1.74E+02
dolomite        2         184   2.47E+00   4.31E+01  -4.96E+01   1.59E+02
dolomite        2         185   2.52E+00   3.50E+01  -6.37E+01   1.37E+02
dolomite        2         186   2.45E+00   4.14E+01  -6.32E+01   1.62E+02
dolomite        2         187   2.43E+00   4.04E+01  -6.08E+01   1.34E+02
dolomite        2         188   2.43E+00   3.67E+01  -5.88E+01   1.02E+02
dolomite        2         189   2.51E+00   3.02E+01  -5.86E+01   1.40E+02
dolomite        2         190   2.45E+00   3.10E+01  -5.10E+01   1.39E+02
dolomite        2         191   2.52E+00   3.86E+01  -6.07E+01   1.49E+02
dolomite        2         192   2.53E+00   4.24E+01  -6.98E+01   1.24E+02
dolomite        2         193   2.49E+00   4.76E+01  -6.24E+01   1.36E+02
dolomite        2         194   2.50E+00   4.35E+01  -5.95E+01   1.47E+02
dolomite        2         195   2.48E+00   4.48E+01  -6.17E+01   1.48E+02
dolomite        2         196   2.44E+00   4.58E+01  -7.21E+01   1.63E+02
dolomite        2         197   2.56E+00   3.81E+01  -6.32E+01   1.52E+02
dolomite        2         198   2.39E+00   3.85E+01  -5.73E+01   1.42E+02
dolomite        2         199   2.51E+00   3.93E+01  -5.74E+01   1.59E+02
dolomite        2         200   2.48E+00   3.80E+01  -5.38E+01   1.46E+02
dolomite        2         201   2.52E+00   3.82E+01  -4.88E+01   1.36E+02
dolomite        2         202   2.56E+00   3.85E+01  -5.19E+01   1.32E+02
dolomite        2         203   2.46E+00   3.81E+01  -7.43E+01   1.24E+02
dolomite        2         204   2.52E+00   3.56E+01  -5.76E+01   1.21E+02
dolomite        2         205   2.52E+00   4.33E+01  -6.72E+01   1.47E+02
dolomite        2         206   2.46E+00   3.79E+01  -6.47E+01   1.69E+02
dolomite        2         207   2.48E+00   4.36E+01  -6.19E+01   1.35E+02
dolomite        2         208   2.48E+00   4.06E+01  -5.48E+01   1.53E+02
dolomite        2         209   2.54E+00   3.85E+01  -6.06E+01   1.25E+02
dolomite        2         210   2.51E+00   4.13E+01  -6.29E+01   1.67E+02
dolomite        2         211   2.44E+00   3.67E+01  -5.77E+01   9.29E+01
dolomite        2         212   2.62E+00   4.05E+01  -6.39E+01   9.70E+01
dolomite        2         213   2.44E+00   4.49E+01  -6.15E+01   1.55E+02
dolomite        2         214   2.51E+00   4.20E+01  -6.15E+01   1.50E+02
dolomite        2         215   2.53E+00   3.91E+01  -6.41E+01   1.47E+02
dolomite        2         216   2.57E+00   3.72E+01  -5.56E+01   1.37E+02
dolomite        2         217   2.55E+00   3.08E+01  -5.93E+01   1.31E+02
dolomite        2         218   2.46E+00   3.58E+01  -6.00E+01   1.36E+02
dolomite        2         219   2.55E+00   3.98E+01  -5.09E+01   1.44E+02
dolomite        2         220   2.53E+00   3.94E+01  -6.16E+01   1.63E+02
dolomite        2         221   2.49E+00   4.09E+01  -6.96E+01   1.35E+02
dolomite        2         222   2.55E+00   4.09E+01  -5.50E+01   1.48E+02
dolomite        2         223   2.42E+00   4.71E+01  -6.75E+01   1.52E+02
dolomite        2         224   2.48E+00   4.19E+01  -6.66E+01   1.48E+02
dolomite        2         225   2.48E+00   4.46E+01  -6.62E+01   1.40E+02
dolomite        2         226   2.49E+00   4.28E+01  -5.52E+01   1.59E+02
dolomite        2         227   2.48E+00   3.59E+01  -7.18E+01   1.42E+02
dolomite        2         228   2.56E+00   4.04E+01  -6.09E+01   1.60E+02
dolomite        2         229   2.58E+00   3.79E+01  -6.24E+01   1.41E+02
dolomite        2         230   2.49E+00   4.02E+01  -6.46E+01   1.51E+02
dolomite        2         231   2.48E+00   4.53E+01  -5.60E+01   1.46E+02
dolomite        2         232   2.54E+00   3.58E+01  -6.00E+01   1.52E+02
dolomite        2         233   2.43E+00   4.31E+01  -5.55E+01   1.29E+02
dolomite        2         234   2.46E+00   3.94E+01  -6.05E+01   1.40E+02
dolomite        2         235   2.54E+00   4.16E+01  -5.24E+01   1.33E+02
dolomite        2         236   2.55E+00   4.29E+01  -6.43E+01   1.23E+02
dolomite        2         237   2.52E+00   4.51E+01  -6.57E+01   1.31E+02
dolomite        2         238   2.45E+00   4.07E+01  -6.30E+01   1.57E+02
conglomerate    4         239   2.28E+00   2.06E+01  -4.19E+01   1.11E+02
conglomerate    4         240   2.25E+00   1.89E+01  -4.29E+01   1.09E+02
conglomerate    4         241   2.27E+00   2.00E+01  -4.53E+01   1.03E+02
conglomerate    4         242   2.34E+00   2.22E+01  -3.97E+01   1.24E+02
conglomerate    4         243   2.25E+00   1.99E+01  -4.04E+01   1.36E+02
conglomerate    4         244   2.32E+00   2.11E+01  -4.03E+01   1.03E+02
conglomerate    4         245   2.19E+00   1.70E+01  -4.20E+01   1.11E+02
conglomerate    4         246   2.24E+00   2.42E+01  -4.48E+01   1.05E+02
conglomerate    4         247   2.33E+00   2.22E+01  -3.43E+01   1.11E+02
conglomerate    4         248   2.29E+00   1.89E+01  -3.94E+01   1.10E+02
conglomerate    4         249   2.28E+00   1.74E+01  -4.28E+01   9.91E+01
conglomerate    4         250   2.22E+00   1.98E+01  -3.52E+01   9.97E+01
conglomerate    4         251   2.32E+00   2.00E+01  -3.50E+01   1.21E+02
conglomerate    4         252   2.36E+00   2.36E+01  -4.40E+01   1.26E+02
conglomerate    4         253   2.39E+00   1.95E+01  -3.76E+01   9.31E+01
conglomerate    4         254   2.27E+00   2.07E+01  -4.17E+01   1.09E+02
conglomerate    4         255   2.26E+00   1.96E+01  -3.89E+01   9.83E+01
conglomerate    4         256   2.23E+00   2.34E+01  -3.48E+01   1.05E+02
conglomerate    4         257   2.15E+00   1.80E+01  -4.93E+01   1.18E+02
conglomerate    4         258   2.24E+00   2.23E+01  -4.50E+01   1.27E+02
conglomerate    4         259   2.17E+00   1.96E+01  -3.03E+01   1.15E+02
conglomerate    4         260   2.25E+00   1.79E+01  -3.66E+01   1.28E+02
conglomerate    4         261   2.31E+00   2.24E+01  -4.35E+01   8.75E+01
conglomerate    4         262   2.31E+00   1.99E+01  -4.44E+01   1.11E+02
conglomerate    4         263   2.36E+00   1.62E+01  -3.13E+01   1.20E+02
conglomerate    4         264   2.31E+00   1.78E+01  -3.54E+01   1.10E+02
conglomerate    4         265   2.29E+00   2.32E+01  -4.00E+01   1.11E+02
conglomerate    4         266   2.28E+00   2.02E+01  -3.76E+01   1.15E+02
conglomerate    4         267   2.32E+00   1.63E+01  -4.41E+01   1.09E+02
conglomerate    4         268   2.34E+00   2.36E+01  -3.44E+01   1.21E+02
conglomerate    4         269   2.36E+00   2.10E+01  -3.54E+01   9.71E+01
conglomerate    4         270   2.24E+00   1.93E+01  -2.67E+01   1.12E+02
conglomerate    4         271   2.24E+00   1.92E+01  -3.86E+01   1.15E+02
conglomerate    4         272   2.24E+00   2.48E+01  -3.72E+01   1.24E+02
conglomerate    4         273   2.32E+00   2.25E+01  -4.20E+01   1.16E+02
conglomerate    4         274   2.31E+00   2.63E+01  -4.53E+01   1.12E+02
conglomerate    4         275   2.30E+00   2.30E+01  -3.50E+01   1.09E+02
conglomerate    4         276   2.37E+00   1.74E+01  -3.86E+01   1.22E+02
conglomerate    4         277   2.31E+00   1.74E+01  -3.81E+01   1.20E+02
conglomerate    4         278   2.25E+00   2.04E+01  -4.85E+01   1.01E+02
conglomerate    4         279   2.19E+00   2.09E+01  -3.73E+01   1.08E+02
conglomerate    4         280   2.35E+00   1.81E+01  -4.10E+01   1.01E+02
conglomerate    4         281   2.20E+00   2.06E+01  -4.15E+01   1.17E+02
conglomerate    4         282   2.25E+00   2.48E+01  -4.46E+01   1.10E+02
conglomerate    4         283   2.33E+00   1.92E+01  -4.16E+01   1.19E+02
conglomerate    4         284   2.32E+00   2.06E+01  -5.11E+01   1.14E+02
conglomerate    4         285   2.36E+00   1.77E+01  -4.46E+01   9.40E+01
conglomerate    4         286   2.31E+00   1.77E+01  -4.67E+01   1.10E+02
conglomerate    4         287   2.29E+00   2.08E+01  -3.99E+01   9.40E+01
conglomerate    4         288   2.20E+00   1.96E+01  -4.13E+01   9.76E+01
conglomerate    4         289   2.31E+00   1.88E+01  -4.56E+01   1.07E+02
conglomerate    4         290   2.40E+00   1.99E+01  -3.82E+01   1.08E+02
conglomerate    4         291   2.23E+00   2.09E+01  -3.54E+01   1.08E+02
conglomerate    4         292   2.26E+00   2.08E+01  -4.32E+01   9.56E+01
conglomerate    4         293   2.27E+00   2.20E+01  -4.55E+01   1.35E+02
conglomerate    4         294   2.36E+00   2.13E+01  -4.00E+01   1.06E+02
conglomerate    4         295   2.35E+00   2.01E+01  -3.91E+01   1.07E+02
conglomerate    4         296   2.31E+00   2.13E+01  -3.34E+01   1.06E+02
conglomerate    4         297   2.37E+00   1.63E+01  -4.95E+01   1.19E+02
conglomerate    4         298   2.38E+00   2.40E+01  -3.50E+01   9.50E+01
conglomerate    4         299   2.29E+00   2.13E+01  -3.67E+01   7.25E+01
conglomerate    4         300   2.21E+00   2.00E+01  -4.17E+01   1.19E+02
conglomerate    4         301   2.29E+00   2.25E+01  -3.94E+01   1.19E+02
conglomerate    4         302   2.32E+00   2.04E+01  -3.72E+01   1.27E+02
conglomerate    4         303   2.32E+00   2.08E+01  -3.72E+01   1.15E+02
conglomerate    4         304   2.36E+00   1.86E+01  -3.90E+01   1.22E+02
conglomerate    4         305   2.39E+00   2.32E+01  -4.28E+01   1.25E+02
conglomerate    4         306   2.32E+00   2.34E+01  -3.15E+01   1.20E+02
conglomerate    4         307   2.34E+00   2.30E+01  -4.42E+01   9.61E+01
conglomerate    4         308   2.33E+00   2.01E+01  -4.11E+01   1.13E+02
conglomerate    4         309   2.32E+00   2.25E+01  -4.32E+01   1.07E+02
conglomerate    4         310   2.30E+00   2.01E+01  -4.07E+01   1.07E+02
conglomerate    4         311   2.26E+00   2.25E+01  -4.46E+01   1.17E+02
conglomerate    4         312   2.40E+00   1.87E+01  -4.33E+01   1.08E+02
conglomerate    4         313   2.23E+00   1.55E+01  -3.59E+01   1.25E+02
conglomerate    4         314   2.24E+00   2.04E+01  -3.82E+01   1.04E+02
conglomerate    4         315   2.28E+00   2.28E+01  -4.01E+01   1.22E+02
conglomerate    4         316   2.29E+00   2.35E+01  -3.75E+01   9.50E+01
conglomerate    4         317   2.27E+00   1.81E+01  -4.17E+01   1.25E+02
conglomerate    4         318   2.35E+00   2.03E+01  -4.22E+01   1.13E+02
conglomerate    4         319   2.32E+00   1.84E+01  -4.54E+01   1.32E+02
conglomerate    4         320   2.29E+00   2.02E+01  -4.45E+01   1.14E+02
conglomerate    4         321   2.26E+00   2.33E+01  -3.88E+01   1.22E+02
conglomerate    4         322   2.24E+00   2.22E+01  -4.85E+01   1.07E+02
conglomerate    4         323   2.38E+00   2.03E+01  -3.94E+01   1.09E+02
conglomerate    4         324   2.35E+00   2.26E+01  -3.53E+01   1.07E+02
conglomerate    4         325   2.28E+00   1.98E+01  -3.94E+01   1.17E+02
conglomerate    4         326   2.24E+00   2.06E+01  -5.34E+01   1.14E+02
conglomerate    4         327   2.36E+00   1.98E+01  -4.39E+01   1.15E+02
conglomerate    4         328   2.35E+00   2.07E+01  -4.75E+01   1.24E+02
conglomerate    4         329   2.26E+00   2.00E+01  -3.75E+01   1.07E+02
conglomerate    4         330   2.28E+00   1.96E+01  -3.45E+01   1.02E+02
conglomerate    4         331   2.36E+00   2.00E+01  -3.88E+01   1.14E+02
conglomerate    4         332   2.21E+00   1.96E+01  -3.44E+01   1.19E+02
conglomerate    4         333   2.32E+00   1.84E+01  -4.58E+01   1.05E+02
conglomerate    4         334   2.31E+00   1.92E+01  -4.08E+01   1.02E+02
conglomerate    4         335   2.41E+00   2.23E+01  -4.56E+01   1.30E+02
conglomerate    4         336   2.37E+00   1.57E+01  -3.40E+01   1.00E+02
conglomerate    4         337   2.19E+00   1.88E+01  -3.59E+01   1.07E+02
conglomerate    4         338   2.28E+00   2.21E+01  -3.69E+01   9.95E+01
conglomerate    4         339   2.29E+00   2.04E+01  -4.30E+01   1.00E+02
conglomerate    4         340   2.24E+00   1.62E+01  -3.54E+01   9.85E+01
conglomerate    4         341   2.40E+00   2.02E+01  -3.92E+01   9.01E+01
conglomerate    4         342   2.25E+00   2.01E+01  -3.94E+01   1.24E+02
conglomerate    4         343   2.36E+00   1.91E+01  -4.43E+01   1.08E+02
conglomerate    4         344   2.30E+00   1.84E+01  -3.88E+01   1.14E+02
conglomerate    4         345   2.29E+00   2.18E+01  -3.98E+01   1.05E+02
conglomerate    4         346   2.26E+00   2.00E+01  -4.46E+01   1.14E+02
conglomerate    4         347   2.35E+00   2.45E+01  -4.08E+01   1.08E+02
conglomerate    4         348   2.34E+00   2.06E+01  -3.99E+01   1.18E+02
conglomerate    4         349   2.33E+00   2.21E+01  -3.52E+01   1.02E+02
conglomerate    4         350   2.27E+00   2.24E+01  -3.70E+01   8.42E+01
conglomerate    4         351   2.23E+00   2.16E+01  -3.97E+01   1.06E+02
conglomerate    4         352   2.36E+00   1.81E+01  -3.92E+01   1.19E+02
conglomerate    4         353   2.28E+00   1.98E+01  -4.39E+01   1.06E+02
conglomerate    4         354   2.19E+00   1.71E+01  -3.55E+01   1.01E+02
conglomerate    4         355   2.34E+00   2.12E+01  -3.45E+01   9.49E+01
conglomerate    4         356   2.24E+00   1.45E+01  -3.96E+01   1.24E+02
conglomerate    4         357   2.30E+00   1.95E+01  -3.99E+01   9.79E+01
conglomerate    4         358   2.32E+00   2.20E+01  -4.42E+01   1.19E+02
conglomerate    4         359   2.34E+00   2.08E+01  -4.99E+01   8.24E+01
conglomerate    4         360   2.28E+00   1.95E+01  -3.48E+01   1.14E+02
conglomerate    4         361   2.21E+00   1.96E+01  -4.14E+01   1.13E+02
conglomerate    4         362   2.20E+00   2.29E+01  -3.70E+01   1.22E+02
conglomerate    4         363   2.28E+00   1.94E+01  -4.06E+01   9.51E+01
conglomerate    4         364   2.34E+00   2.66E+01  -3.84E+01   8.69E+01
conglomerate    4         365   2.40E+00   1.73E+01  -3.24E+01   1.10E+02
conglomerate    4         366   2.40E+00   2.09E+01  -4.60E+01   1.10E+02
conglomerate    4         367   2.43E+00   2.26E+01  -3.25E+01   9.08E+01
conglomerate    4         368   2.30E+00   2.20E+01  -3.62E+01   1.47E+02
